bot,stance,followers_deg,followers_hom,followings_deg,followings_hom,mentionings_deg,mentionings_hom,mentioners_deg,mentioners_hom,replyings_deg,replyings_hom,replyers_deg,replyers_hom,quotings_deg,quotings_hom,quoters_deg,quoters_hom
0,1,0,,10,0.8999999761581421,4,1.0,0,,3,1.0,2,1.0,0,,0,
1,2,0,,9,0.3333333432674408,1,0.0,0,,0,,0,,0,,0,
0,0,3,0.3333333432674408,3,0.3333333432674408,2,0.5,1,1.0,34,1.0,34,1.0,1,1.0,1,1.0
0,1,24,0.5,30,0.5666666626930237,15,0.7333333492279053,14,0.4285714328289032,89,1.0,91,0.9890109896659851,20,1.0,20,1.0
1,2,0,,10,0.30000001192092896,9,0.3333333432674408,0,,0,,0,,1,1.0,0,
0,2,24,0.75,19,0.7894737124443054,3,0.3333333432674408,0,,5,0.20000000298023224,4,0.25,2,1.0,0,
0,2,1,1.0,15,0.46666666865348816,8,0.625,0,,1,0.0,0,,0,,0,
0,2,0,,5,0.4000000059604645,5,0.4000000059604645,1,1.0,30,0.8999999761581421,23,1.0,4,1.0,4,1.0
1,1,1,1.0,7,1.0,0,,0,,0,,0,,0,,0,
0,0,0,,8,1.0,3,1.0,2,1.0,10,1.0,10,1.0,0,,0,
0,0,2,0.5,5,0.4000000059604645,2,1.0,1,1.0,0,,0,,0,,0,
0,2,4,1.0,13,0.6153846383094788,1,0.0,0,,0,,0,,1,1.0,1,1.0
0,1,81,0.9753086566925049,91,1.0,12,1.0,110,1.0,31,1.0,37,1.0,16,1.0,110,0.9818181991577148
0,2,2,0.0,5,0.4000000059604645,3,0.3333333432674408,0,,0,,0,,0,,0,
0,0,8,0.875,2,0.5,2,1.0,1,1.0,18,1.0,17,1.0,1,1.0,1,1.0
1,0,0,,0,,1,0.0,0,,1,1.0,1,1.0,0,,0,
1,1,1,1.0,25,0.9200000166893005,13,1.0,0,,0,,0,,3,1.0,0,
0,2,1,1.0,12,0.5833333134651184,3,0.3333333432674408,0,,6,0.8333333134651184,4,1.0,0,,0,
1,2,1,0.0,20,0.20000000298023224,2,0.5,1,1.0,0,,0,,0,,0,
0,2,9,0.4444444477558136,31,0.25806450843811035,6,0.3333333432674408,0,,3,0.3333333432674408,1,1.0,1,1.0,1,1.0
0,0,1,0.0,28,0.1785714328289032,3,0.0,0,,12,1.0,12,1.0,1,1.0,1,1.0
1,1,0,,13,0.9230769276618958,22,0.9545454382896423,0,,2,1.0,0,,0,,0,
0,0,0,,44,0.13636364042758942,6,0.5,1,1.0,28,0.9642857313156128,27,1.0,0,,0,
0,1,36,0.9166666865348816,9,1.0,5,1.0,17,1.0,1,1.0,2,1.0,1,1.0,0,
0,1,3,1.0,23,1.0,6,1.0,1,1.0,0,,0,,0,,0,
0,2,2,1.0,14,0.5,14,0.6428571343421936,3,0.6666666865348816,119,0.9327731132507324,19,1.0,0,,0,
1,0,1,1.0,6,0.8333333134651184,0,,0,,0,,0,,0,,0,
0,0,170,0.25294119119644165,60,0.15000000596046448,8,0.25,18,0.3333333432674408,146,1.0,149,0.9798657894134521,16,0.6875,12,1.0
0,0,0,,0,,2,0.0,0,,1,1.0,1,1.0,0,,0,
1,0,0,,3,0.3333333432674408,0,,0,,0,,0,,0,,0,
0,1,33,0.3030303120613098,53,0.6603773832321167,20,0.75,3,1.0,546,0.9981684684753418,541,1.0,17,0.8823529481887817,7,1.0
1,1,10,1.0,37,0.9729729890823364,36,1.0,0,,1,1.0,0,,2,1.0,0,
0,2,3,0.6666666865348816,6,0.5,4,0.75,1,1.0,0,,0,,0,,0,
0,0,0,,0,,2,0.0,0,,0,,0,,0,,0,
0,2,83,0.9397590160369873,43,0.9069767594337463,5,0.800000011920929,40,0.8999999761581421,1,1.0,61,0.8032786846160889,4,1.0,7,1.0
1,0,0,,33,0.09090909361839294,0,,0,,0,,0,,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,0,0,,1,0.0,1,1.0,1,1.0,0,,0,,0,,0,
0,1,1,1.0,3,1.0,0,,0,,0,,0,,0,,0,
0,1,14,0.2142857164144516,19,0.10526315867900848,7,0.8571428656578064,12,0.4166666567325592,295,1.0,300,0.9866666793823242,94,0.9893617033958435,92,1.0
0,0,55,0.27272728085517883,22,0.27272728085517883,3,0.3333333432674408,7,0.2857142984867096,0,,0,,14,0.9285714030265808,13,1.0
0,1,172,0.9883720874786377,267,0.9925093650817871,35,0.9714285731315613,63,0.9523809552192688,192,1.0,196,1.0,3,1.0,4,1.0
0,1,107,0.9906542301177979,148,0.9932432174682617,9,1.0,5,1.0,1,1.0,0,,1,1.0,1,1.0
0,0,42,0.0,32,0.0,9,0.0,0,,0,,0,,1,0.0,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
1,1,0,,22,1.0,33,0.9090909361839294,0,,0,,0,,6,1.0,0,
0,0,8,0.375,2,0.0,1,0.0,1,0.0,2,0.5,9,0.1111111119389534,0,,0,
0,1,155,0.9677419066429138,156,0.9615384340286255,56,0.9107142686843872,47,0.957446813583374,3,1.0,5,0.6000000238418579,9,0.7777777910232544,0,
0,0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,,0,,0,
1,0,4,0.25,15,0.6000000238418579,1,1.0,1,1.0,0,,0,,0,,0,
0,0,2,0.0,7,0.0,1,1.0,1,1.0,0,,0,,0,,0,
0,1,319,0.9937304258346558,351,0.9857549667358398,26,0.9615384340286255,20,1.0,1,1.0,4,1.0,10,1.0,0,
0,2,7,0.5714285969734192,3,0.3333333432674408,1,1.0,1,1.0,1,1.0,1,1.0,18,1.0,18,1.0
1,0,0,,2,0.0,0,,0,,0,,0,,0,,0,
1,1,8,0.625,52,0.807692289352417,6,0.8333333134651184,1,1.0,0,,0,,7,1.0,0,
0,2,19,0.9473684430122375,30,0.8333333134651184,20,0.5,6,0.6666666865348816,79,0.4177215099334717,15,0.9333333373069763,5,0.800000011920929,4,1.0
1,2,54,0.9074074029922485,136,0.8382353186607361,29,0.6896551847457886,0,,0,,1,1.0,5,0.800000011920929,0,
0,2,7,0.5714285969734192,27,0.29629629850387573,2,0.5,2,1.0,18,1.0,18,1.0,0,,0,
1,0,2,0.5,13,0.38461539149284363,2,0.5,0,,0,,0,,0,,0,
0,2,7,0.1428571492433548,10,0.20000000298023224,0,,0,,8,1.0,8,1.0,0,,0,
0,0,0,,1,0.0,1,0.0,0,,2,1.0,2,1.0,0,,0,
0,1,101,1.0,163,1.0,29,0.9655172228813171,0,,24,1.0,0,,4,0.75,0,
0,1,179,0.6983240246772766,128,0.796875,35,0.9428571462631226,41,0.9268292784690857,104,1.0,60,0.9833333492279053,281,0.9928825497627258,25,0.9599999785423279
0,0,3,1.0,23,0.3913043439388275,3,1.0,1,1.0,8,1.0,8,1.0,0,,0,
0,0,0,,10,0.0,2,0.5,1,1.0,5,0.800000011920929,4,1.0,2,1.0,2,1.0
0,2,50,0.14000000059604645,22,0.1818181872367859,2,0.0,5,0.0,0,,0,,1,1.0,3,0.3333333432674408
0,2,63,0.9047619104385376,70,0.8714285492897034,24,0.9166666865348816,16,0.9375,83,0.9397590160369873,61,0.8360655903816223,19,1.0,16,1.0
1,1,2,0.0,7,0.7142857313156128,7,0.8571428656578064,0,,2,1.0,2,1.0,3,0.6666666865348816,0,
1,0,0,,2,0.5,0,,0,,0,,0,,0,,0,
0,2,33,0.8181818127632141,33,0.7878788113594055,6,0.8333333134651184,208,0.38942307233810425,5,0.800000011920929,111,0.22522522509098053,5,0.800000011920929,9,1.0
0,2,91,0.35164836049079895,50,0.2800000011920929,3,0.6666666865348816,53,0.11320754885673523,0,,9,0.1111111119389534,0,,0,
0,1,23,1.0,30,1.0,5,1.0,1,1.0,1,1.0,1,1.0,0,,0,
0,0,2,1.0,15,0.3333333432674408,2,0.5,1,1.0,0,,0,,0,,0,
0,1,1,1.0,2,1.0,3,1.0,0,,2,1.0,0,,0,,0,
0,1,0,,8,1.0,0,,0,,1,0.0,0,,1,1.0,0,
0,1,74,0.9729729890823364,104,0.9615384340286255,45,0.9111111164093018,30,0.9333333373069763,65,0.9846153855323792,67,1.0,35,0.9714285731315613,16,1.0
0,1,12,0.8333333134651184,27,0.8888888955116272,27,0.9259259104728699,1,1.0,6,0.6666666865348816,1,1.0,4,0.75,0,
0,2,3,0.3333333432674408,55,0.16363635659217834,2,0.0,0,,0,,0,,0,,0,
1,2,0,,7,0.5714285969734192,2,1.0,1,1.0,0,,0,,0,,0,
1,0,1,0.0,7,0.0,0,,0,,0,,0,,0,,0,
0,2,0,,4,0.5,4,0.5,1,1.0,1,1.0,0,,0,,0,
0,1,354,0.9435028433799744,260,0.9038461446762085,49,0.9591836929321289,48,0.9375,30,0.9666666388511658,28,0.9642857313156128,17,0.8235294222831726,1,1.0
0,0,0,,1,0.0,0,,0,,5,1.0,5,1.0,0,,0,
0,2,0,,1,0.0,1,0.0,0,,1,1.0,1,1.0,0,,0,
0,0,1,0.0,21,0.095238097012043,4,0.25,0,,0,,0,,0,,0,
0,2,6,0.5,8,0.375,3,0.3333333432674408,1,1.0,107,1.0,107,1.0,1,1.0,1,1.0
0,2,0,,31,0.5161290168762207,6,0.6666666865348816,0,,4,0.25,1,1.0,0,,0,
0,1,247,0.9878542423248291,322,0.9906832575798035,58,1.0,22,1.0,5,1.0,2,1.0,11,1.0,0,
1,0,0,,3,0.0,0,,0,,0,,0,,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
1,2,0,,3,0.3333333432674408,2,0.0,0,,0,,0,,0,,0,
1,0,0,,1,0.0,0,,0,,0,,0,,0,,0,
1,2,1,0.0,3,0.0,3,0.0,0,,1,0.0,0,,0,,0,
0,1,408,0.9632353186607361,529,0.9716446399688721,57,0.9473684430122375,43,0.930232584476471,17,1.0,35,0.9714285731315613,12,1.0,12,1.0
0,1,38,0.7631579041481018,44,0.8409090638160706,3,1.0,0,,0,,0,,0,,0,
1,2,0,,39,0.41025641560554504,0,,0,,2,0.5,2,0.5,2,0.5,1,1.0
0,0,2,0.5,31,0.12903225421905518,1,1.0,0,,1,1.0,0,,0,,0,
0,0,160,0.03125,128,0.0234375,8,0.0,0,,2,1.0,2,1.0,0,,0,
0,1,3,0.6666666865348816,42,0.8571428656578064,22,1.0,0,,8,1.0,6,1.0,3,0.6666666865348816,0,
1,0,0,,4,0.0,0,,0,,0,,0,,0,,0,
0,0,52,0.11538461595773697,49,0.10204081982374191,56,0.0892857164144516,6,0.0,1,0.0,0,,1,0.0,0,
0,2,2,0.5,16,0.125,2,0.5,1,1.0,1,1.0,1,1.0,0,,0,
0,2,45,0.6888889074325562,25,0.23999999463558197,1,1.0,8,1.0,23,1.0,23,1.0,2,1.0,2,1.0
0,2,26,0.692307710647583,55,0.8181818127632141,12,0.8333333134651184,6,1.0,0,,5,1.0,3,1.0,1,1.0
1,2,0,,7,0.0,1,0.0,0,,0,,0,,0,,0,
0,1,54,0.9629629850387573,81,0.9012345671653748,36,0.8888888955116272,8,1.0,21,0.9523809552192688,8,1.0,7,0.7142857313156128,0,
1,0,0,,5,0.0,0,,0,,0,,0,,0,,0,
0,0,3,0.3333333432674408,11,0.6363636255264282,0,,0,,9,1.0,9,1.0,0,,0,
0,1,310,0.9741935729980469,296,0.9695945978164673,40,0.824999988079071,2,1.0,0,,0,,2,1.0,0,
0,0,0,,1,0.0,1,1.0,1,1.0,6,1.0,6,1.0,0,,0,
0,2,13,0.4615384638309479,16,0.4375,1,1.0,1,1.0,0,,0,,0,,0,
1,0,9,0.5555555820465088,52,0.09615384787321091,2,1.0,1,1.0,0,,0,,0,,0,
0,0,2,0.5,1,0.0,0,,0,,91,1.0,91,1.0,0,,0,
1,0,0,,10,0.4000000059604645,11,0.3636363744735718,1,1.0,0,,0,,0,,0,
0,0,25,0.20000000298023224,51,0.1568627506494522,1,0.0,2,0.0,19,0.8947368264198303,18,0.9444444179534912,7,0.8571428656578064,15,0.9333333373069763
1,0,0,,3,0.0,0,,0,,0,,0,,0,,0,
1,0,1,1.0,8,0.25,0,,0,,0,,0,,0,,0,
0,1,8,0.875,28,1.0,59,0.9152542352676392,1,1.0,27,0.9259259104728699,8,1.0,16,1.0,5,1.0
0,2,4,0.75,19,0.4736842215061188,18,0.6111111044883728,4,0.5,16,0.625,6,0.8333333134651184,7,0.8571428656578064,1,1.0
0,1,130,0.9923076629638672,134,1.0,24,0.9583333134651184,7,1.0,1,1.0,0,,7,1.0,0,
0,0,2,0.5,7,0.7142857313156128,2,0.5,1,1.0,3,1.0,3,1.0,0,,0,
0,2,5,0.4000000059604645,31,0.19354838132858276,8,0.5,1,1.0,0,,0,,0,,0,
0,0,1,0.0,2,0.0,0,,0,,0,,0,,0,,0,
1,1,2,1.0,7,1.0,20,0.949999988079071,0,,0,,0,,5,1.0,0,
0,1,287,1.0,17,1.0,53,0.9056603908538818,17,1.0,3,0.6666666865348816,6,1.0,12,1.0,8,1.0
0,2,0,,29,0.2068965584039688,0,,0,,0,,0,,0,,0,
0,2,48,0.9375,99,0.9090909361839294,10,0.8999999761581421,0,,10,0.8999999761581421,21,0.6666666865348816,1,1.0,5,0.800000011920929
0,2,4,0.75,25,0.8399999737739563,8,0.25,3,1.0,6,0.5,5,1.0,0,,0,
0,1,21,0.9047619104385376,87,0.8850574493408203,16,0.75,15,1.0,5,1.0,1,1.0,11,1.0,0,
1,0,0,,6,0.1666666716337204,0,,0,,0,,0,,0,,0,
0,0,3,0.3333333432674408,14,0.1428571492433548,2,0.0,0,,0,,0,,0,,0,
1,1,13,1.0,38,1.0,12,0.9166666865348816,0,,0,,0,,0,,0,
1,0,0,,6,0.0,0,,0,,0,,0,,0,,0,
1,1,4,1.0,51,0.9411764740943909,15,0.8666666746139526,0,,0,,0,,1,1.0,0,
1,2,1,0.0,8,0.0,4,0.0,0,,3,1.0,3,1.0,0,,0,
0,2,31,0.12903225421905518,12,0.1666666716337204,1,1.0,14,0.1428571492433548,64,1.0,65,1.0,23,1.0,23,1.0
1,0,0,,21,0.0476190485060215,3,0.3333333432674408,1,1.0,0,,0,,0,,0,
0,2,1,1.0,7,0.4285714328289032,1,0.0,0,,0,,0,,0,,0,
0,1,146,0.9726027250289917,159,0.893081784248352,54,0.8888888955116272,13,0.9230769276618958,76,0.75,27,0.9629629850387573,20,1.0,1,1.0
0,0,0,,1,0.0,1,1.0,1,1.0,0,,0,,0,,0,
0,1,21,1.0,51,0.9411764740943909,31,0.9354838728904724,1,1.0,3,1.0,0,,2,1.0,0,
1,2,2,0.0,36,0.1111111119389534,3,0.6666666865348816,3,0.3333333432674408,0,,8,0.0,2,0.5,1,1.0
1,2,0,,4,0.0,1,0.0,0,,0,,0,,2,0.5,0,
1,1,126,0.9603174328804016,209,0.9473684430122375,53,0.9811320900917053,8,1.0,0,,0,,0,,0,
0,2,1,1.0,5,0.4000000059604645,7,0.5714285969734192,1,1.0,1,0.0,0,,0,,0,
1,2,0,,3,0.0,0,,0,,0,,0,,0,,0,
0,1,0,,1,1.0,0,,0,,1,1.0,0,,0,,0,
0,2,0,,4,0.75,4,0.75,0,,1,1.0,0,,1,0.0,0,
0,0,0,,3,0.0,1,1.0,1,1.0,0,,0,,0,,0,
0,2,2,0.5,19,0.6842105388641357,2,1.0,0,,0,,0,,0,,0,
0,0,1,1.0,2,0.0,1,1.0,2,1.0,0,,0,,0,,0,
0,0,7,0.5714285969734192,25,0.1599999964237213,3,0.6666666865348816,1,1.0,13,1.0,12,1.0,3,1.0,3,1.0
0,1,355,0.997183084487915,378,0.9894179701805115,213,0.9530516266822815,9,1.0,0,,0,,155,0.9419354796409607,0,
0,1,68,0.5588235259056091,87,0.7241379022598267,14,0.9285714030265808,79,0.6708860993385315,20,1.0,13,0.7692307829856873,105,1.0,75,1.0
1,2,2,0.0,4,0.5,1,0.0,0,,2,1.0,2,1.0,0,,0,
0,2,0,,7,0.4285714328289032,1,1.0,0,,0,,0,,0,,0,
1,0,0,,13,0.1538461595773697,5,0.20000000298023224,0,,0,,0,,0,,0,
1,0,0,,18,0.0,4,0.0,0,,0,,0,,2,0.0,0,
0,1,99,0.9696969985961914,44,0.9772727489471436,42,0.9047619104385376,18,1.0,46,1.0,44,1.0,10,1.0,0,
1,1,1,0.0,3,0.6666666865348816,0,,0,,0,,0,,0,,0,
0,2,14,0.8571428656578064,30,0.7666666507720947,23,0.47826087474823,4,1.0,41,0.2926829159259796,9,1.0,14,0.9285714030265808,14,0.9285714030265808
0,0,0,,0,,0,,0,,0,,0,,0,,0,
1,1,0,,0,,0,,0,,0,,0,,0,,0,
0,2,2,1.0,34,0.6470588445663452,21,0.5714285969734192,1,1.0,1,1.0,1,1.0,5,0.6000000238418579,0,
1,2,2,0.5,20,0.15000000596046448,4,0.0,0,,0,,0,,0,,0,
0,1,113,0.4601770043373108,216,0.6990740895271301,28,0.75,41,0.707317054271698,95,0.9684210419654846,101,0.9603960514068604,15,0.6000000238418579,16,0.875
1,0,0,,6,0.1666666716337204,0,,0,,0,,0,,0,,0,
0,1,289,0.9930796027183533,363,0.9862259030342102,33,0.8787878751754761,2,1.0,0,,0,,10,1.0,0,
0,0,25,0.3199999928474426,11,0.27272728085517883,7,0.4285714328289032,3,0.6666666865348816,0,,0,,0,,0,
0,0,0,,1,0.0,2,0.5,1,1.0,0,,0,,0,,0,
0,2,8,0.5,8,0.25,4,0.25,1,1.0,21,1.0,21,1.0,0,,0,
1,1,0,,6,1.0,12,1.0,0,,0,,0,,7,1.0,0,
0,0,2,0.5,8,0.25,0,,0,,0,,0,,0,,0,
0,2,0,,5,0.4000000059604645,3,1.0,0,,1,1.0,0,,0,,0,
0,2,2,0.0,5,0.0,2,0.5,1,1.0,1,1.0,1,1.0,1,0.0,0,
0,0,0,,0,,0,,0,,3,1.0,3,1.0,0,,0,
0,1,44,0.9772727489471436,50,0.9599999785423279,3,0.6666666865348816,0,,0,,0,,0,,0,
0,2,3,0.6666666865348816,4,0.5,1,1.0,2,1.0,8,1.0,8,1.0,31,1.0,31,1.0
0,0,4,0.75,26,0.3076923191547394,1,0.0,4,0.75,50,0.9599999785423279,53,0.9622641801834106,1,0.0,0,
0,2,18,0.2222222238779068,29,0.3448275923728943,5,0.4000000059604645,0,,21,1.0,8,0.875,1,1.0,1,1.0
1,2,3,0.3333333432674408,41,0.1463414579629898,10,0.30000001192092896,0,,2,1.0,2,1.0,12,0.0,0,
0,1,351,0.9686609506607056,424,0.9622641801834106,45,0.9555555582046509,18,0.8333333134651184,0,,3,0.3333333432674408,4,1.0,4,1.0
0,1,278,0.9856114983558655,302,0.9867549538612366,39,0.9743589758872986,5,1.0,1,1.0,6,1.0,3,1.0,0,
0,1,111,0.9909909963607788,170,0.970588207244873,20,1.0,12,1.0,14,1.0,12,1.0,0,,0,
0,2,76,0.9342105388641357,17,0.9411764740943909,24,0.6666666865348816,46,0.8695651888847351,49,0.795918345451355,58,0.8275862336158752,2,0.0,4,1.0
0,1,228,0.9824561476707458,245,0.9836734533309937,27,1.0,3,1.0,1,1.0,1,1.0,4,1.0,0,
0,1,10,1.0,77,0.9610389471054077,52,0.9230769276618958,0,,3,0.6666666865348816,3,0.6666666865348816,60,0.9666666388511658,0,
0,1,49,1.0,226,0.9955752491950989,1,1.0,0,,2,1.0,0,,2,1.0,0,
0,2,3,1.0,19,0.3684210479259491,4,0.75,1,1.0,0,,0,,0,,0,
0,2,1,0.0,4,0.25,1,1.0,1,1.0,0,,0,,0,,0,
0,2,10,0.10000000149011612,28,0.1428571492433548,9,0.3333333432674408,1,1.0,56,0.9464285969734192,9,1.0,13,1.0,13,1.0
0,2,7,0.4285714328289032,13,0.38461539149284363,3,0.3333333432674408,0,,1,1.0,1,1.0,1,1.0,1,1.0
0,1,313,0.9936102032661438,230,0.991304337978363,78,0.9615384340286255,28,1.0,3,1.0,5,1.0,53,0.9811320900917053,22,1.0
1,0,0,,0,,1,0.0,0,,0,,0,,0,,0,
0,1,23,0.17391304671764374,5,0.6000000238418579,1,1.0,1,0.0,22,1.0,20,1.0,5,0.800000011920929,3,1.0
0,1,377,0.9946949481964111,105,0.9809523820877075,54,0.9444444179534912,58,1.0,42,1.0,23,1.0,27,1.0,40,1.0
1,0,0,,3,0.3333333432674408,0,,0,,1,1.0,1,1.0,0,,0,
0,0,5,0.800000011920929,20,0.44999998807907104,0,,0,,31,1.0,31,1.0,3,1.0,3,1.0
0,0,0,,9,0.4444444477558136,2,0.5,1,1.0,1,1.0,1,1.0,4,1.0,4,1.0
0,0,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
0,0,3,0.3333333432674408,40,0.17499999701976776,6,0.3333333432674408,76,0.22368420660495758,13,1.0,29,0.6206896305084229,7,0.8571428656578064,9,0.6666666865348816
0,0,10,0.10000000149011612,19,0.2631579041481018,7,0.1428571492433548,44,0.27272728085517883,132,0.9848484992980957,130,1.0,16,1.0,37,0.45945945382118225
0,0,0,,4,0.25,0,,0,,5,1.0,5,1.0,0,,0,
0,1,183,1.0,266,1.0,43,0.9767441749572754,2,1.0,14,1.0,3,1.0,24,1.0,1,1.0
1,0,0,,0,,0,,0,,0,,0,,0,,0,
0,2,8,0.0,14,0.3571428656578064,1,0.0,0,,7,1.0,7,1.0,0,,0,
0,2,20,1.0,73,0.8630136847496033,17,0.7058823704719543,0,,4,1.0,0,,1,0.0,0,
1,1,0,,16,0.9375,29,0.8965517282485962,0,,0,,0,,2,1.0,0,
0,2,4,1.0,4,0.75,12,0.5833333134651184,2,0.5,115,0.08695652335882187,6,0.8333333134651184,1,1.0,1,1.0
1,1,3,1.0,23,0.9130434989929199,0,,0,,0,,0,,4,1.0,0,
1,0,4,0.0,2,0.0,9,0.1111111119389534,0,,0,,0,,2,0.0,0,
0,0,1,1.0,2,1.0,1,1.0,1,1.0,0,,0,,0,,0,
1,0,0,,0,,0,,0,,0,,0,,0,,0,
1,0,0,,1,1.0,0,,0,,0,,0,,0,,0,
1,1,0,,2,1.0,0,,0,,0,,0,,0,,0,
0,1,63,1.0,75,0.9866666793823242,24,1.0,12,1.0,7,1.0,3,1.0,10,1.0,0,
0,0,3,0.3333333432674408,4,0.25,1,1.0,1,1.0,9,1.0,9,1.0,22,1.0,22,1.0
0,0,3,0.3333333432674408,9,0.3333333432674408,0,,0,,0,,0,,0,,0,
0,2,0,,0,,0,,0,,0,,0,,0,,0,
0,1,247,0.9473684430122375,27,1.0,27,0.9629629850387573,264,0.9810606241226196,92,0.989130437374115,95,1.0,21,1.0,83,0.9879518151283264
0,1,95,0.8105263113975525,76,0.7105262875556946,11,0.7272727489471436,16,0.75,77,0.9870129823684692,97,0.9175257682800293,11,0.9090909361839294,9,1.0
0,1,270,0.9777777791023254,206,0.9805825352668762,18,1.0,25,1.0,11,1.0,11,1.0,2,0.5,7,1.0
1,0,0,,2,0.0,0,,0,,1,1.0,1,1.0,0,,0,
0,2,7,0.2857142984867096,16,0.125,2,0.5,1,1.0,0,,0,,0,,0,
0,1,3,1.0,26,1.0,2,1.0,0,,0,,0,,0,,0,
0,1,16,0.8125,16,0.875,1,1.0,10,1.0,42,1.0,43,1.0,258,1.0,261,1.0
0,0,2,1.0,3,0.6666666865348816,1,1.0,1,1.0,0,,0,,0,,0,
1,2,0,,8,0.25,2,0.5,0,,0,,0,,0,,0,
0,0,0,,0,,1,1.0,1,1.0,0,,0,,0,,0,
0,2,2,0.0,8,0.125,6,0.1666666716337204,1,1.0,0,,0,,0,,0,
0,0,6,0.5,3,0.3333333432674408,0,,0,,1,1.0,1,1.0,0,,0,
1,2,2,0.5,13,0.9230769276618958,10,0.8999999761581421,0,,0,,0,,0,,0,
0,2,12,0.6666666865348816,44,0.34090909361839294,9,0.8888888955116272,2,1.0,0,,0,,0,,0,
0,1,9,1.0,18,1.0,41,1.0,1,1.0,1,1.0,1,1.0,11,1.0,1,1.0
0,2,3,1.0,8,0.875,3,0.6666666865348816,0,,24,1.0,24,1.0,0,,0,
0,0,0,,0,,2,0.5,1,1.0,3,1.0,3,1.0,0,,0,
0,0,0,,2,1.0,2,1.0,0,,0,,0,,0,,0,
0,0,27,0.3333333432674408,67,0.4029850661754608,10,0.5,4,0.5,137,0.985401451587677,133,0.9924812316894531,14,1.0,10,1.0
1,2,1,1.0,16,0.375,2,0.0,0,,0,,0,,2,0.5,0,
0,1,27,1.0,20,1.0,21,0.9523809552192688,1,1.0,2,1.0,1,1.0,1,1.0,0,
0,2,10,0.8999999761581421,14,0.9285714030265808,13,0.692307710647583,0,,0,,0,,4,0.25,0,
0,1,233,0.991416335105896,83,0.9879518151283264,55,0.9636363387107849,83,0.9759036302566528,16,0.9375,12,1.0,49,0.9795918464660645,29,1.0
0,1,5,1.0,12,1.0,1,1.0,0,,1,1.0,0,,0,,0,
0,2,8,0.0,32,0.03125,1,1.0,1,1.0,0,,0,,0,,0,
0,2,0,,9,0.4444444477558136,2,0.5,0,,0,,0,,0,,0,
0,1,13,1.0,22,1.0,0,,0,,0,,0,,0,,0,
0,1,64,1.0,62,1.0,14,1.0,2,1.0,44,1.0,12,1.0,42,1.0,0,
0,2,11,0.7272727489471436,18,0.3888888955116272,1,1.0,1,1.0,0,,0,,0,,0,
0,1,164,0.9939024448394775,191,0.9790576100349426,28,0.9642857313156128,2,1.0,19,0.8947368264198303,2,1.0,1,1.0,0,
1,2,0,,16,0.25,0,,0,,0,,0,,0,,0,
0,2,45,0.6222222447395325,43,0.5581395626068115,3,1.0,3,1.0,1,1.0,1,1.0,1,1.0,0,
1,1,0,,3,1.0,2,1.0,0,,0,,0,,0,,0,
0,1,28,1.0,21,1.0,17,1.0,3,1.0,0,,0,,0,,0,
1,0,0,,14,0.3571428656578064,8,0.25,0,,5,1.0,5,1.0,0,,0,
1,1,0,,1,0.0,0,,0,,0,,0,,0,,0,
1,2,3,0.0,84,0.130952388048172,8,0.125,0,,0,,0,,3,0.6666666865348816,0,
0,1,144,0.9513888955116272,31,0.9677419066429138,8,1.0,37,1.0,4,1.0,5,1.0,1,1.0,2,1.0
0,2,0,,7,0.5714285969734192,2,0.0,0,,0,,0,,1,1.0,1,1.0
1,1,1,1.0,1,1.0,17,0.9411764740943909,0,,0,,0,,4,1.0,0,
0,1,145,0.9931034445762634,288,0.9930555820465088,1,1.0,0,,0,,0,,0,,0,
1,2,1,0.0,1,0.0,3,0.3333333432674408,0,,0,,0,,0,,0,
0,0,2,1.0,3,0.6666666865348816,2,0.0,0,,0,,0,,0,,0,
0,0,0,,0,,0,,0,,0,,0,,0,,0,
1,0,0,,0,,4,0.0,0,,0,,0,,0,,0,
0,1,219,0.9954338073730469,25,0.9200000166893005,32,0.84375,4,0.75,27,0.7407407164573669,3,1.0,2,1.0,0,
0,0,0,,7,0.0,0,,0,,0,,0,,0,,0,
1,0,0,,10,0.20000000298023224,2,1.0,1,1.0,4,1.0,4,1.0,0,,0,
1,0,2,0.5,12,0.0833333358168602,2,0.5,0,,21,1.0,20,1.0,0,,0,
0,2,2,0.5,3,0.3333333432674408,3,0.3333333432674408,1,1.0,12,0.8333333134651184,10,1.0,0,,0,
1,0,1,0.0,2,0.0,0,,0,,0,,0,,0,,0,
0,0,0,,0,,2,0.5,1,1.0,5,1.0,5,1.0,0,,0,
1,0,3,0.3333333432674408,13,0.23076923191547394,0,,0,,0,,0,,0,,0,
1,1,0,,9,1.0,23,0.9130434989929199,0,,0,,0,,7,1.0,0,
0,1,264,0.9924242496490479,268,0.996268630027771,49,0.9795918464660645,15,1.0,8,1.0,18,1.0,10,0.8999999761581421,0,
0,2,8,0.875,25,0.800000011920929,11,0.8181818127632141,4,1.0,20,1.0,12,1.0,3,0.6666666865348816,2,1.0
0,2,2,1.0,4,1.0,6,0.5,1,1.0,3,1.0,0,,0,,0,
