uid,tweet
u1258940065419419648,"RT @David_Ritter: BREAKING: the IPCC has just released its latest report on the impacts of climate change and it is deeply confronting.
The…"
u1258940065419419648,"There is a reason DOTS describes itself as “a wellbeing movement.”
🌏#DemocracyOnTheStreets 
🌎Connect the #DOTS 
👇🏽👇🏿👇👇🏻🌊🔴🐛🦋🌻🕊

“Climate change: a threat to human wellbeing and health of the planet. Taking action now can secure our future — IPCC” https://t.co/BUC4BOvlfR"
u1258940065419419648,"It’s time to turn rage into #climate action. DOTS on!
🟢#PeopleNotProfit
🟣#MWeNeedToChalk 
🌎Connect the #DOTS 🐛🦋 https://t.co/AGUsCxHCtx"
u1258940065419419648,"RT @ap4ca: Here’s a useful summary on #Floods and #climate change.

Thanks @climatecouncil
#Brisbane #Flood #Rainbomb #climatecrisis https:…"
u1258940065419419648,"Chuck in the demonstrable links between ecological abuse and the rise in pandemics and you begin to get a sense of the intergenerational injustice being done here. Climate inaction is denying our children their education, their safety, their rights. 
🟢#PeopleNotProfit https://t.co/GDXxOJfHiW"
u1258940065419419648,"RT @StrikeClimate: We have gone from record drought to record flood. If this is bad now, then imagine how bad it will get if we continue do…"
u1258940065419419648,RT @StrikeClimate: #QLDFlood is stopping us from getting our education. The Climate Crisis is forcing hundreds of our Schools to close. Yet…
u1258940065419419648,"@StrikeClimate You’re not the bad guys. 
🌎Connect the #dots. 🐛🦋 https://t.co/gsXFl6Itbs"
u1258940065419419648,Please RSVP: Calling All Parents! Climate action campaign launchYou’re invited to make a big difference for a safe climate during the federal election. https://t.co/bcbS3ZrxjK
u1258940065419419648,"@Dr_CGJones @simonahac @SimonMonk @sharonclues @climate200 ✊🏽DOTS on! 
🌏#DemocracyOnTheStreets 
🌎Connect the #DOTS 🐛🦋 https://t.co/nRrRkaot24"
u1258940065419419648,"@blackarrowxv @chalkriot @Fridays4future @GretaThunberg @XRebellionAus @ExtinctionR @StrikeClimate 🙏’s. It’s changing perceptions too. I had conversations about voice, media, climate, youth, graffiti, art, legality, public space… and axolotls. Predictably, one sneering, agro dude threatened to ‘report’. He asked if I had ‘permission’. I said i did “from a higher authority’🤣 https://t.co/Mxfe3Q8cHX"
u1258940065419419648,"RT @Fridays4future: The catastrophic climate scenario we're in is the result of centuries of exploitation &amp; oppression through colonialism,…"
u1258940065419419648,"@chalkriot @Fridays4future @GretaThunberg @XRebellionAus @ExtinctionR @StrikeClimate Yeah, huh? DOTS talks about #SlowChalking, #FastChalking &amp; #WildChalking but I was getting a bit slack about actually taking at least a minute to Fast Chalk each day …so figured a challenge and a benchmark were needed. Yesterday, Sunday, was for Slow Chalking. 💚✊🏽🦋
7/100 https://t.co/mjQSCDL8ra"
u1258940065419419648,"RT @XRebellionAus: Seven dead, 100 swift water rescues, and vast amounts of damage. This is what climate breakdown looks like."
u1386737540892446730,"#Miami is the new Silicon Valley, the new San Francisco, the capital of Latin America.
The home of #MiamiBitcoin2021, lots of exciting startups &amp; excitable VCs.

It'll also be underwater in the next 50 yrs. 
Fight climate change, sure. But protect humans &amp; our built heritage now! https://t.co/4xMlTn2EB5"
u1386737540892446730,"The flooding of the world coastal cities and low lying islands due to climate change dominates the headlines, but the heatwaves and subsequent failure of crops will drive far more disruption in the short term. A human disaster in the making. https://t.co/x9cIcPgfpp"
u1386737540892446730,"The covid response benefited from a relatively clear consensus on what the response should be. Success criteria was more specific and broadly, in a pandemic all humans suffer equally.

Climate change discriminates. 
The range of choices cripples decision makers who hedge instead. https://t.co/YgJ0NBmKe3"
u1264756842044878848,"We live in a world of war, climate crisis, permanent state of insecurity and inequity."
u1004350185349242885,RT @Darran_Jaques: Yet people still close their eyes and ears and think that climate change is not real!
u1004350185349242885,RT @JacquelynGill: There’s a plethora of stories coming out that are framing climate change as something no one was talking about until rec…
u1004350185349242885,RT @markus_eichhorn: This is the most frightening climate change meme I've  seen. It's going straight into my lectures.
u1004350185349242885,RT @LinneanSociety: 📢 Big announcement! What are we doing to address #climatechange and #biodiversity crisis? We have been planning a lot f…
u1004350185349242885,The forests in Germany are dying. They are in the worst state since monitoring began. At the same time trees are hailed as potential saviours in the climate crisis. Poorly trees won't be able to do much. #FaceTheClimateEmergency https://t.co/raz3SFZ4hh
u1309607309107134467,"Pollution and climate change is not a big deal
There are some people out there that think it’s not real 

So we waste, we consume, we ignore and abuse 
And we carrying on harming like we’ve nothing to lose"
u1309607309107134467,"RT @MBARI_News: It's more important than ever that we invest in ocean and climate research, technology, and conservation. 

Scientists don’…"
u1368321408917405701,Climate &amp; Punishment: How Incarcerated People Face Increasing Threat of ... https://t.co/VSgui7aVex via @YouTube
u1368321408917405701,Climate &amp; Punishment: How Incarcerated People Face Increasing Threat of ... https://t.co/VSgui7aVex via @YouTube
u1086651817956687872,"Devastating and beautiful project by Ada Tolla to document the controversial pipeline being built to carry extracted gas under eastern + northern Brooklyn --despite NYC’s ambitious climate agenda and a statewide ban on fracking.
#mondaysAreForMaps
https://t.co/aiPabgzLdL"
u62859704,"To confront the triple planetary emergency—a climate crisis, a biodiversity crisis and a pollution crisis—we all need to scale up our ambitions and speed up our actions. Read our report with UN 
@GlobalCompact
https://t.co/2wQDDSlyS5"
u292343271,"RT @yeewhye: Given the climate crisis, visa problems, it’s about time we do this. The technology is there, and the demand is there."
u1127176297237622785,"RT @smjcksn: That ""very high confidence"" at the end, Christ.

We  are in a climate emergency and we have SO much work to do."
u1127176297237622785,"“Any further delay in global action will miss a brief and rapidly closing window to secure a liveable future” 

IPCC issues ‘bleakest warning yet’ on impacts of climate breakdown

https://t.co/2oxQKiabhV"
u1127176297237622785,"RT @antonioguterres: I've seen many reports, but nothing like the new @IPCC_CH climate report, an atlas of human suffering &amp; damning indict…"
u1127176297237622785,"RT @patrickgaley: The UN’s climate science report contains not just the biggest news story in human history, but dozens if not hundreds of…"
u271419991,10 ways to make your next #schooltrip more sustainable. Does your school tour operator have a carbon action plan? #sustainableschools #ClimateEmergency #climateaction https://t.co/U6YWrPbRiH
u271419991,"Delighted to renew our association with @FairTradeNation &amp; promote the importance of #Fairtrade, amplifying the voices of farmers &amp; producers on the frontline of the climate crisis. This goes hand in hand with our fairtrade #schooltrips to farms &amp; co-ops in India, Peru and Ghana"
u271419991,"Looking for a school trip with a difference for next summer? How about an offgrid, #mobilefree UK adventure focusing on sustainability, biodiversity, reconnection with nature and the climate crisis? #edutwitter #ukschooltrip #outdoorlearning https://t.co/UwiROKVomA"
u271419991,RT @TheBioasis: @RishiSunak seriously? You're going to halve APD on internal flights during a #ClimateEmergency. We need to be reducing our…
u271419991,"@RishiSunak your decision to halve APD is polar opposite to the goals of @COP26 and tackling the #ClimateEmergency. We must reduce short haul flying, not encourage it through tax reductions. #Shameful When it's this government going to take the crisis seriously?"
u271419991,"This week, we've noticed a big increase in enquiries from #teachers planning #schooltrips. Which is obviously fantastic. But let's not forget there is a #ClimateCrisis going on. 7 day trips to the other side of the world are irresponsible and, frankly, a waste of time &amp; money..."
u979157752844111872,"@terry_seguin Furthermore, if COVID-19 Delta virus mutates to the point where existing vacccines are no longer effective, I guess we worried about Climate Change all this time for not because it want be the cause of the world’s demise as we know it"
u979157752844111872,"@terry_seguin Furthermore, if COVID-19 Delta virus mutates to the point where existing vacccines are no longer ineffective, I guess we worried about Climate Change all this time for not because it want be the cause of the world’s demise as we know it"
u755923763829497856,"#Queensland, #Australia flooded by heavy rains. At least 7 people have been killed in two days of flash #floods. Most of the houses and roads in the disaster area have been submerged.

#Climatechange is visible everywhere.
#ClimateAction #ClimateJustice 
#QueenslandFloods #ActNow https://t.co/y5a4zGH2j5"
u755923763829497856,"#SchoolStrikeForClimate week 56th.
ON MARCH 25TH, WE WILL STRIKE FOR #CLIMATEREPARATIONS AND #CLIMATEJUSTICE!

Join us for the #GlobalClimateStrike2022 as we demand policymakers and world leaders to prioritize #PeopleNotProfit! 

#MAPA #FFF #SFB #ClimateEmergency #ClimateCrisis https://t.co/mlpjaAsEQr"
u755923763829497856,"Today #SundarbanDay2022
The #Sundarban is under threat due to the impacts of #climatechange &amp; man-made causes. In today's program, activists of @SaveFutureBd demanding #SaveSundarban &amp; 🇧🇩 state recognition of #SundarbanDay &amp; #StopRampalCoalPowerPlant

#SaveBiodiversity #ForNature https://t.co/JqewdqqKhP"
u755923763829497856,@SaveFutureBd @sfbdhaka @ClimateCrisisBD @Fridays4future @GretaThunberg @UNESCO @UNEP @LeoDiCaprio @guardianeco @UNBiodiversity @CANIntl #SaveSundarban #StopRampalCoalPowerPlant #StopCoal #SaveForest #SaveNature #SundarbanDay2022
u755923763829497856,"The #Sundarbans saves us, our responsibility is to save the Sundarbans. As a result of #globalwarming, the Sundarbans is threatened by rising sea levels and #climatechange and man-made behavior. #StopRampal #SaveSundarban #SaveForest #SumdarbanDay2022 https://t.co/9kPMwquhzp"
u755923763829497856,@shahinclimate @FFFinBD @YouthNet4CC @SohanBMYP @GretaThunberg @SaleemulHuq #SaveSundarban
u755923763829497856,"Today is #SundarbansDay, love the Sundarbans. The #Sundarbans saves us, our responsibility is to save the Sundarbans. As a result of #globalwarming, the Sundarbans is threatened by rising sea levels and #climatechange and man-made behavior. #StopRampal #SaveSundarban #SaveForest https://t.co/J7VyNL3Ml3"
u755923763829497856,"#Climatecrisis; #Rivererosion is a big problem in #Bholadistrict. As the district is surrounded by rivers, Thousands of people are becoming #climaterefugees as a result of river erosion.The resources are disappearing into the river.

#SaveIslandDistrictsBhola 
#ClimateAction #SFB https://t.co/LuQtsaeVRO"
u755923763829497856,"My home is in Ewajpur village of Shashibhushan police station in Char Fashion upazila of #Bhola district in the island district of Bangladesh. The surrounding coastal #Bholadistrict, which is surrounded by rivers, is under threat due to climate change. #SaveIslandDistrictsBhola"
u755923763829497856,"As they grow, many coastal areas of the world and many coastal areas of #Bangladesh will become part of the river. Our demand to save the Earth and Bangladesh and to take steps to tackle #climatechange.

#PeopleNotProfit #uprootthesystem 
#FridaysForFuture #SaveFutureBangladesh"
u755923763829497856,"Today's #climatestrike from my village home with my twin brothers and cousins

I told them today about the #climatecrisis. Children do not know or understand that #globalwarming and #climatechange are threatening their future.Our demand to #SaveTheEarth and #Bangladesh 🌍🇧🇩
#MAPA https://t.co/69gydfKvqJ"
u755923763829497856,"@TotalEnergies, @PPouyanne
We cannot eat oil, We cannot drink oil.

#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#UprootTheSystem #ClimateAction
#PeopleNotProfit #ForNature 
#greenwashing #CollapseTotal https://t.co/r3K9HEXoxJ"
u755923763829497856,"@StacyAlgrain @TotalEnergies @barbarapompili @EmmanuelMacron @cdion We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@350 @TotalEnergies We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@XRSierraLeone1 @TotalEnergies @350 @uganda_xr @xrgambia @XRUniversities @XRebellionUK @miketerungwa We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@TotalEnergies @PPouyanne We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@Lorette_Phil @TotalEnergies @amisdelaterre We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@MarieChureau We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@greenpeacefr @TotalEnergies We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@Guillaume0905Kl We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"@Riseupmovt We cannot drink oil, We cannot eat oil @TotalEnergies, @PPouyanne
#StopEACOP #StopTotal #OOTT
#ClimateCrisis #ClimateJustice 
#PeopleNotProfit @Fridays4future ✊"
u755923763829497856,"#ClimateStrike 🇧🇩
We want bicycle lane, grab-free road &amp; safe road &amp; pollution-free city.
We want #ClimateJustice, #ClimateAction &amp; #ClimateReparations.

Let's use environment-friendly vehicles, Build a healthy &amp; livable &amp; safe earth.

#SaveFutureBangladesh #PeopleNotProfit https://t.co/jeAZCAyXhf"
u755923763829497856,"#COP26 world Leaders, We want #ClimateAction, #ClimateJustice &amp;  #ClimateCompensation. We don’t want #NoMoreEmptyPromises.

#UprootTheSystem #ClimateCrisis
#COP26Glasgow #ActOnClimate
#DontChooseExtinction #SFB
#ClimateActionNow #ClimateJusticeNow 🌍🇧🇩
#FaceTheClimateEmergency https://t.co/tSbBmd9GIC"
u755923763829497856,"Today 50th week of #SchoolStrikeForClimate,demanding #climatejustice &amp; #climateaction.In the past I have learned from many activists around the world.But my inspiration is @GretaThunberg.I have already founded an ORG @SaveFutureBd to contribute to the fight against #climatechange https://t.co/LSvgPZQdne"
u755923763829497856,"#SchoolStrikeForClimate week 53 
#ClimateStrike #UprootTheSystem 
#PeopleNotProfit #ClimateJustice 
#ClimateAction #ClimateReparations
#FridaysForFuture #SaveFutureBangladesh https://t.co/mj8TKxwUXq"
u755923763829497856,"#SchoolStrikeForClimate week 48th.
#FridaysForFuture #ClimateStrike

#UprootTheSystem #ActNow #ClimateJusticeNow #ActOnClimate
#ClimateActionNow #ClimateCrisis
#FaceTheClimateEmergency
#SaveFutureBangladesh https://t.co/X6GsJIr1rv"
u755923763829497856,"Deadly #floods have killed at least 14 people in #Malaysia and displaced thousands of others.The three days of #flooding are the worst in decades, partially submerging many towns and villages across several states.

#MalaysiaFloods #ClimateCrisis #ClimateAction #ClimateJustice https://t.co/6hlIIpTdaf"
u1308453332080525313,"RT @eroston: Today @climate  ran an article about racism in climate science. 🧵

The geosciences are the least diverse of the STEM disciplin…"
u1308453332080525313,"Women and minorities in weather and climate fields confront harassment, lack of inclusion https://t.co/4bw6ZKAvrq"
u1430016319039197185,"RT @ksorbs: So when, exactly, in Earth's history did the climate not change?"
u1430016319039197185,RT @dubsndoo: John Kerry just said we shouldn’t let the war in Ukraine distract us from the fight against climate change. The current recog…
u1430016319039197185,"OK, so Democrats say climate change is more important than human lives in Ukraine. As a Ukrainian said ""We Have Been Abandoned "" So Sad,  I'm Ashamed to be an American under this Horrible Administration.  Something Needs To Happen!!!! Open Keystone,  HELP UKRAINE!!!!"
u725929489,RT @BernardKeane: Climate change is crap. Australia was terra nullius. Wind turbines harm people. Unions are evil. #oldwhitemalefacts
u1461034599371493381,"Climate Change's Effects Outpacing Ability to Adapt, I.P.C.C. Warns - The New York Times

#climatechange #ipcc  https://t.co/STcK5DsgkC"
u1461034599371493381,"RT @antonioguterres: I've seen many reports, but nothing like the new @IPCC_CH climate report, an atlas of human suffering &amp; damning indict…"
u1461034599371493381,"RT @IPCC_CH: The #IPCC released its latest #ClimateReport today, #ClimateChange 2022: Impacts, Adaptation &amp; Vulnerability

“The scientific…"
u1461034599371493381,"#Devastation in #Brazil with scores dead after heavy rains and #mudslides.

This is likely to get worse! Still, humanity has not woken up and seems to be paralysed! 

#climatechange https://t.co/Iyaov8x6xy"
u1432511719620988929,"Science vs Arts? Part 2
One nation creates problems for others on the other side nature hunting the human race. If the world is not united today to tackle global poverty, education, health care, and climate change we are not doing anything good @UN 

https://t.co/7RErmIekod"
u1432511719620988929,"RT @UN: We can no longer ignore the climate crisis. 

It's time to stop making excuses and start making changes!

Let's take #ClimateAction…"
u1432511719620988929,"RT @CDuivenv: ""Despite increased climate ambition and net-zero commitments, governments still plan to {use enough fossil fuels to blow us w…"
u1432511719620988929,"RT @CDuivenv: “We will never forget what you have done &amp; what Shell has done... as the climate crisis gets more &amp; more deadly, you will be…"
u1432511719620988929,RT @ScotGovCanada: Scotland’s natural environment is uniquely positioned to tackle climate change and biodiversity loss #ScotlandIsNow
u1432511719620988929,"RT @christineeboyle: I’m just a City Councillor,

Sitting in a virtual meeting,

Asking my colleagues who vote down climate policy to const…"
u1106238403778088960,"@MPIainDS The party that hosted Cop26 just months later wants to let the planet burn, why…look at the links with the fuel companies.

They do not give a damn about the planet or the horrors your children will have to face, just the £s.

#ClimateChange 

https://t.co/5YsXJcN5Wa"
u1106238403778088960,"And now they want an “end of civilisation referendum”.

Its way past time these idiots, charlatans &amp; grifters were removed from public discourse. There is no alternate fact, no conflicting science on climate change, only a crackpot view with zero credibility. 

#ClimateCrisis https://t.co/veGDOBfALO"
u1106238403778088960,"Amazing how many #Brexit accounts on twitter, full of Union Jacks, that were already pro Trump, anti vax, anti mask, anti climate change, anti NHS, anti foriner are now utterly pro Putin.

Theres a common theme isn’t there &amp; it isnt patriotism.

#BrexitwasTreason #BrexitReality"
u1106238403778088960,"The world might not want to admit it but we cannot continue “business as normal”👇
we are the stupidest animal to walk the Earth if we dont change urgently.
#ClimateReport #ClimateEmergency https://t.co/DwX670xRWS"
u1439081204704157705,RT @AneraoKailash: @JustCollapse @MarkCranfield_ @_ppmv @Karmageddon67 @ClimateDad77 @GeraldKutney 2C by 2045? We are already close to 2C a…
u1439081204704157705,"@BuildSoil @_ppmv @tristan90956456 @MarkCranfield_ @Karmageddon67 @ClimateDad77 @GeraldKutney Feedback loops, refreezing the poles, resurrecting extinct spp, microplastics, aerosol masking loss, mass extraction &amp; pollution in renewables production, feeding 8 billion without ff, infinite growth, locked-in &amp; rising climate instability. 'Fixable' is a ludicrous descriptor."
u1439081204704157705,"@tristan90956456 @Karmageddon67 @MarkCranfield_ @_ppmv @ClimateDad77 @GeraldKutney Agree that we are unlikely just to drop down dead 😃. Collapse is a process not a switch, and this process has already started. But because its a process, there is lots to be done between now and the end of modern techno-industrial civilisation. We advocate for a #plannedcollapse"
u1439081204704157705,@tristan90956456 @MarkCranfield_ @_ppmv @Karmageddon67 @ClimateDad77 @GeraldKutney This paper is a good place to start and our website https://t.co/gvitW6EZv9 (will send more through later). https://t.co/PvJ4DOxf4H
u1439081204704157705,@Karmageddon67 @tristan90956456 @MarkCranfield_ @_ppmv @ClimateDad77 @GeraldKutney We just got called white supremacists because we said collapse is inevitable!
u1439081204704157705,"Collapse is inevitable. More and more people are recognising this. Now, there is an urgent need for action for a planned collapse. A #PlannedCollapse is a #JustCollapse. @MarkCranfield_ @_ppmv @Karmageddon67 @ClimateDad77 @GeraldKutney https://t.co/tQJwIa6yjx"
u1439081204704157705,"@saoi4climate @redmayne_robert @Fridays4future @FFF_Scotland @FFFireland @FFFMAPA Then you will know that #collapse is inevitable, and that we should be using all our time and energy to plan for this. This inevitability changes activism - we must be acting for justice as part of a #PlannedCollapse, not issuing vague requests to government to do something..."
u1439081204704157705,"@saoi4climate @redmayne_robert @Fridays4future @FFF_Scotland @FFFireland @FFFMAPA Agree about the problems caused by colonization and capitalism. However, the true nature of our predicament is #overshoot - we're using more of the planet each yr than the planet can regenerate (driven by the Global North). 50yrs of overshoot has no solution. #PlannedCollapse"
u1439081204704157705,"RT @iconickevin: @ClimateByHarryG The infinite growth on a finite planet paradigm is a mind fuck for me.
For pities sake, even a 10 yr old…"
u1439081204704157705,"@ClimateByHarryG Perhaps ecological revolution amidst #collapse, rather than ecological revolution or collapse? The devastating impacts of #overshoot and the climate-ecological crisis are now locked-in - there is no turning this around. Whatever we do will be in the context of collapse."
u1439081204704157705,"@Swimski008 In reality, the locked-in devastation of the climate-ecological crisis make population conversations moot. Popn reduction is slow, so is no 'solution' to our predicament. Neither is reducing consumption by the wealthy. A severely damaged &amp; deteriorating planet = #PlannedCollapse."
u1439081204704157705,RT @ClimateByHarryG: #TalkCollapse
u1439081204704157705,"@maria_harrison @sandlwise01 @Karmageddon67 @BakaKarasu @timparrique Its too late for system change, because the changes we have wrought in the climate-ecological system has brought us to collapse. The fight for a better world is over. Collapse is now. 
Every person not born is one less person who will suffer horribly in collapse."
u1439081204704157705,"@JunagarhMedia No, it depends on climate-ecological breakdown. The science is established - things are collapsing faster than predicted. The wriggle room that remains is an opportunity to plan for collapse, so the horrific descent may be eased. 
Hope has been mined, felled &amp; polluted to death."
u1439081204704157705,"RT @PCarterClimate: The record Antarctic sea ice decline could become globally deadly. Switching to an increasing decline like the Arctic,…"
u1439081204704157705,"Our systemic dependence on fossil fuels is a death trap on two accounts. 1) climate change &amp; other symptoms of #overshoot have destroyed the Earth's carrying capacity 2) ending this dependence will collapse agriculture, economies &amp; societies. We must plan for collapse now! https://t.co/Du6oMIfYZA"
u1439081204704157705,"@lesuknight @HowKeen @robhon_ @ClimateHuman An increase in consumption appears to have driven more #overshoot in Vietnam. The 'ideal' of economic growth has spread globally hence, overall, more and more #overshoot. This is part of the wicked nature of our predicament."
u1439081204704157705,"@Laurence_GB @VaSedc @ClimateHuman Interestingly, most countries are now in #overshoot, including many in the Global South. This is because of the globalization of 'infinite growth on a finite planet'. Addressing overshoot is really complicated and requires careful planning including from the grassroots. https://t.co/PRtARy2ahj"
u1439081204704157705,"@robhon_ @ArtForCC @HowKeen @ClimateHuman Climate change is a symptom of #overshoot, as is biodiversity loss, ecosystem collapse, plastic pollution etc. Overshoot science takes a holistic &amp; interdisciplinary approach to the Earth - this is one of its strengths. Narrow, siloed science has its uses, but also serious limits"
u1439081204704157705,"@robhon_ @HowKeen @ClimateHuman And solar doesn't address #overshoot. It, like other renewables, contribute to overshoot. Mass transition to renewables = mass extraction and pollution = more overshoot. There is no way out of our predicament. Collapse is inevitable. What we can do, is plan to ease the descent."
u1439081204704157705,"@HowKeen @ClimateHuman If only it was simply about energy sources not #overshoot: 'a single boiled potato battery with zinc &amp; copper electrodes generates portable energy at an estimated $9/kilowatt hr, which is 50-fold cheaper than a typical 1.5 volt AA alkaline cell'🤣🤣🤣https://t.co/fJVbAZizi4"
u1439081204704157705,There is no way in hell that #overshoot can be 'solved' by ending fossil fuel use. Modern techno-industrial civilization is based on ffs &amp; a long period of climate stability. Climate-ecological impacts are now locked-in &amp; ff use is baked-in. Collapse is inevitable. @ClimateHuman https://t.co/zY0Wcmix8U
u1439081204704157705,@Herbsimmens @ClimateHuman Agree. There is no way in hell that #overshoot can be 'solved' by simply ending fossil fuel use. Modern techno-industrial civilization is based on ffs &amp; a long period of climate stability. Climate-ecological impacts are now locked-in &amp; ff use is baked in. Collapse is inevitable.
u1439081204704157705,"@LeahActivist This is a misleading binary, &amp; an incorrect definition of the 'problem'. Our predicament is #overshoot. Climate is just one manifestation of this. For nearly 50yrs we have used more of the planet than actually exists. Collapse is now inevitable, and yes, there is still lots to do"
u1439081204704157705,"This is a misleading binary, &amp; an incorrect definition of the 'problem'. Our predicament is #overshoot. Climate is just one manifestation of this. For nearly 50yrs we have used more of the planet than actually exists. Collapse is now inevitable, and yes, there is still lots to do https://t.co/3uY9k8osdQ"
u1439081204704157705,"@BilNaylor_ @Karmageddon67 @yarramanbully @dynamat @krisgracehely @123jillwalker @camdenroad8 @lindaBr05345672 @BrucyRadio @gteasts @Lizmont007 @talkingkoala @tilly64 @Bryza_Bone @trudikate @Gemmasparkle @Julieoz836 @Ingot54 @Penfanackapan @GratefultoJesus @last_jones @43a6f0ce5dac4ea @naomirwolf @pruwawn @noisycupboard @motorcymick @twiitterrer @martinrev21 @MeckeringBoy @tradehabits2 @soconsumedbyyou @p_narelle @webmongrel @myfibonacci @MoondriftMusing @wendywhoru @CloudsCreek @GeochemOz @nudder12 @thelifeofnorman @HealthHQGlobal @aconvict @AFCA_Forests @nanaval11 @AnneM67993158 @guy_verkroost @BlackDouglas @packhorse12 @kary_cee @sean_66 This highlights how climate change is only one dimension of our predicament. Even if CO2 emissions end tomorrow, we inhabit a brutally damaged Earth pummeled by the the locked-in impacts of the climate-ecological crisis. #Overshoot = #collapse. A #PlannedCollapse = #JustCollapse. https://t.co/o8aCORHkop"
u1439081204704157705,"#TalkCollapse 'the greatest obstacle to the truth about climate breakdown being fully told &amp; heard is not denial — it is the fear...that, if we were to tell the whole truth, we lose our audience. That fear is understandable, but erroneous' @GreenRupertRead https://t.co/1HxPtLLs6c"
u1439081204704157705,"@_ppmv 'the greatest obstacle to the truth about climate breakdown being fully told &amp; heard is not denial - it is the fear...that, if we were to tell the whole truth, we lose our audience. That fear is understandable, but erroneous' @GreenRupertRead https://t.co/i0kGgm3NrU"
u1439081204704157705,"RT @JustCollapse: 50yrs of #overshoot increases competition for dwindling resources. A symptom of overshoot, climate change, is the most si…"
u1439081204704157705,"50yrs of #overshoot increases competition for dwindling resources. A symptom of overshoot, climate change, is the most significant threat-multiplier for instability &amp; militarisation. Some seek profit &amp; power during collapse. Take action for a #JustCollapse via a #PlannedCollapse! https://t.co/50wXfIjUyc"
u1439081204704157705,"@art_src @craigthomler @tilly64 @pwafork The consequences of 50yrs of #overshoot are unfixable. Climate change is locked-in. Ending fossil fuel use results in more warming ie global dimming, &amp; will collapse agriculture, economies etc. Collapse is inevitable &amp; we need to plan for this. All parties are in collapse-denial."
u1439081204704157705,"@MarkCranfield_ @hyperobject_ Climate activism is welded onto 'end fossil fuels' or 'end emissions'. This is a major tactical error as it means governments can made glib commitments without following through because actually following through is impossible. We #collapse if we do, and we collapse if we don't."
u1439081204704157705,"@the_ecologist @ExtinctionR @ACORNunion @InsulateLove Partly agree with Just Stop Oil, but the climate movement must recognise that stopping fossil fuels won't stop #collapse. Global civilisation is fossil fueled. We collapse is we do. We collapse if we don't. This is inevitable. Justice isn't. A #PlannedCollapse is a #JustCollapse."
u1439081204704157705,"1/2 ‘Dangerous’ is a word we use in our petition to celebrity climate scientist, Professor Michael E Mann. Mann is calling for social media censorship of citizens, journalists and academics concerned with the severity of our... https://t.co/JukXTWh0uK"
u1417137379438125061,Climate change is not the only culprit causing disasters: https://t.co/JOpCMxG3PD #insurance #disaster #losses #storms #risk #riskmanagement
u1278465007496212480,"RT @ClimateHuman: If you aren't terrified by climate breakdown, you don't understand it at all. There's simply no nice way to say it and no…"
u1278465007496212480,"RT @LeoHickman: The final sentence of new IPCC report:

""The scientific evidence is unequivocal: climate change is a threat to human well-b…"
u1278465007496212480,RT @Harkaway: Good GOD the sheer smugness of people responding to climate change tweets by confidently and happily predicting the end of hu…
u1278465007496212480,"We mock anti-vaxxers for ignoring science and endangering everyone, and we dismiss MAGA folks as delusional and selfish, but we drive gas-powered cars, invest in fossil fuel co’s, shrug off activism, and consume like addicts, as if our “normal” isn’t driving the climate crisis."
u1278465007496212480,RT @GhostPanther: We’ve got 6-8 years before the climate is so chaotic we live in a permanent state of biblical catastrophe &amp; still we’re a…
u1297078898727849990,"@ClimateHuman If you are an anti mask parent, you obviously are an emotionally damaged person ... which means you have no ability to logically prioritize anything.
I'd be surprised this person knows how to apply toilet hygiene in the correct sequence."
