id,follower_sent,followers,following,membership,mentioned,post,like,pinned
u708387810319839232,0.9901,4,0,1,0,214,0,1
u1175146565855563780,-0.9988,1,0,0,1,66,0,1
u1040657461068357632,0.9974,1,0,0,0,200,0,0
u1085864632986804224,0.4019,3,0,0,936,1017,0,1
u1355918864509509637,0.06496666666666666,22,0,8,21,61,0,1
u932763523284852736,,1,0,0,0,65,0,1
u2987195231,-0.08383333333333336,6,0,1,0,66,0,0
u1452368356011507712,1.0,1,0,1,0,58,0,1
u23164604,-0.296,1,0,4,0,43,0,1
u1225451412433317888,0.228925,5,2,0,2,232,0,0
u882543541871935488,0.9882,1,0,0,1,220,0,0
u1062690407195250689,0.9735,2,1,0,0,200,0,1
u347878343,0.9969,1,0,0,0,43,0,0
u2568706093,0.16605000000000003,2,0,0,0,196,0,1
u407161019,,2,1,0,17,53,0,0
u3116811179,0.9044,1,0,18,1,78,0,1
u1266754632438743041,0.9595,1,0,0,2,166,0,1
u1107973811360722949,-0.09949999999999999,8,0,4,10,247,0,0
u1130531601752838144,-0.6217,1,0,0,0,60,0,1
u25447997,-1.0,1,0,0,0,200,0,0
u4485422069,0.3818,2,0,0,0,202,0,0
u1257715722962305036,0.9538,2,0,0,0,41,0,1
u42405584,0.7273499999999999,3,0,0,9,46,0,0
u994143588652060672,0.9719,1,0,0,0,44,0,0
u1339663967120199680,0.6139933333333333,21,0,0,7,6,0,1
u2869552821,0.9997,1,0,0,1,210,0,0
u1144522442683101184,0.0,1,0,1,2,45,0,1
u246300756,-0.8481,1,0,1,0,40,0,0
u1385190773285703685,0.9999,1,0,0,0,40,0,0
u1173236821,1.0,1,0,0,0,200,0,0
u2525870220,0.5635749999999999,4,0,1,1,40,0,1
u944221702380191745,0.9634,1,0,1,1,54,0,1
u1185384614413533184,0.9982,1,2,0,0,118,0,0
u45829231,0.9953,3,0,1,0,50,0,0
u1228276372461834245,0.9954,1,0,0,1,59,0,1
u1224675016069042177,-0.4588,2,0,0,5,65,0,1
u727063773824081920,0.46353333333333335,5,1,0,9,222,0,0
u137423588,0.38842,10,0,1,9,48,0,0
u1175830597975117824,0.9989,1,0,0,12,62,0,0
u40087520,0.9993000000000001,2,0,1,2,279,0,1
u707903319298088960,0.2073,2,0,1,20,241,0,0
u778566194949398529,0.9993,1,0,2,0,40,0,0
u832264157034594304,0.0,1,0,1,0,51,0,0
u1053336112029143040,0.8572,2,0,0,41,81,0,0
u798598398316138497,0.8118,1,0,0,4,45,0,0
u4259312181,-0.6833,1,0,1,0,142,0,0
u912629402948825089,0.7114,2,0,0,0,40,0,0
u1411166766,0.47028333333333333,8,0,2,3,221,0,0
u1061118346408742913,-0.9056,1,0,0,5,85,0,0
u847737097,,2,0,0,3,201,0,1
u3399019198,-0.15309999999999996,2,0,0,3,209,0,1
u978237422474547200,-0.8947,5,1,1,4,43,0,1
u2540678306,0.14783636363636365,17,0,0,100,173,0,1
u1026776359778099200,0.7494000000000001,2,0,1,3,40,0,0
u1337787393865179138,0.7783,1,0,3,0,45,0,0
u218700154,0.99525,2,0,0,4,51,0,0
u1044940790315839488,-0.9998,2,0,0,1,45,0,0
u735721116400902144,0.4003,1,0,1,3,45,0,0
u199642436,-0.9538,1,0,1,0,44,0,0
u107016153,0.63995,2,0,0,1,210,0,0
u2571447860,0.95905,2,0,2,18,47,0,0
u1189651242391343105,1.0,1,0,2,0,43,0,0
u1055401324592947203,0.9652,1,0,0,0,40,0,0
u1455020855189295106,-0.8763,1,0,0,7,53,0,1
u1316739027471675394,0.4534666666666667,3,0,0,0,225,0,1
u94413557,-0.296,1,0,5,1,52,0,1
u1025195576038551552,0.128,2,0,0,4,326,0,1
u608033385,0.0013000000000000234,3,0,3,3,57,0,0
u983509438563745792,1.0,1,0,0,0,43,0,0
u39301317,0.9663,1,0,1,152,182,0,0
u1154780393351962624,-0.9952,1,0,0,0,41,0,1
u983703919019921408,0.0,1,0,4,1,41,0,1
u3190639120,0.34043333333333337,3,0,0,15,44,0,0
u813961984676745216,0.952,1,0,1,0,40,0,0
u3314329218,0.977,2,0,0,0,42,0,1
u885827631056384004,0.0,1,0,0,0,40,0,0
u704421396798173189,0.9998,1,0,3,4,56,0,1
u281105883,0.9336,1,0,0,0,200,0,0
u4239957073,0.8638,1,0,8,0,41,0,0
u176768591,0.9991,1,0,0,0,192,0,1
u1284582091439603719,,1,0,0,0,200,0,0
u1130952505,0.9972,1,0,1,5,66,0,1
u1370458877121073153,0.9581,1,0,0,7,40,0,1
u3389629325,0.5574,1,0,0,0,200,0,0
u3249271969,0.2732,3,1,0,0,180,0,1
u1278100348075274243,0.9998,1,0,0,3,40,0,0
u712304624762494977,0.5994,3,1,0,1,255,0,1
u968289004171874304,0.4119,2,0,0,1,60,0,0
u3195095473,0.8736,1,0,0,0,75,0,1
u725626792585891841,0.8736,2,0,0,0,40,0,0
u2791049351,0.9992,1,0,0,0,40,0,0
u1024607692042784768,0.4759,2,0,1,0,41,0,1
u1335356612396118016,0.9968,1,0,0,0,147,0,0
u711843393417179136,0.7096,2,0,0,1,214,0,1
u91120385,0.3178,1,0,0,0,40,0,0
u1350099382985760768,0.0,1,0,0,0,40,0,0
u1346406185432473601,0.3147,1,0,0,0,200,0,1
u1049058218284998656,0.9695,1,0,0,0,40,0,1
u1090864636918943745,0.9842,1,0,0,0,53,0,1
u2355725533,0.96,5,0,1,8,220,0,1
u1212516830419415040,-0.2263,3,1,2,4,214,0,0
u90492171,0.594,1,0,0,0,36,0,0
u518863413,0.7733,1,0,0,0,80,0,0
u3052496101,0.028112499999999985,12,0,7,46,81,0,0
u1029012820854231040,0.9999,1,0,1,0,51,0,0
u1128559234205999105,0.9992,1,0,1,14,56,0,1
u1224454866048778240,1.0,1,0,2,0,47,0,0
u39492747,0.9621,1,0,0,0,200,0,0
u59165985,0.9769,1,0,0,0,48,0,1
u1329673170,-0.359,2,2,2,0,196,0,1
u1420117912904294400,0.9586,1,0,0,0,90,0,0
u3515415867,0.3495,3,0,2,2,51,0,0
u236361035,0.9576,2,3,0,0,149,0,0
u1235269040282554369,0.97495,2,0,0,1,45,0,0
u1920839472,-0.13233333333333333,5,2,0,2,210,0,0
u3292247598,0.4939,4,0,0,2,93,0,1
u95929337,0.8745,1,0,0,1,76,0,0
u755819693684895744,-0.9342,1,0,1,0,40,0,0
u12449312,,3,0,0,0,200,0,0
u528451491,,3,0,0,0,96,0,1
u2304869472,0.8897,5,0,0,9,73,0,1
u2919257502,0.37623333333333336,4,0,3,0,199,0,0
u1062697529006010371,0.9882,1,0,0,9,40,0,0
u1622514817,0.7707,2,1,0,32,220,0,0
u706525860,0.8313,1,0,0,0,197,0,0
u86536075,0.9974,1,0,0,0,41,0,1
u268430797,-0.6901,1,0,0,0,200,0,0
u524394076,0.9325,2,0,0,0,48,0,0
u2515899612,-0.020024999999999987,9,0,6,3,225,0,0
u3394452003,1.0,1,0,2,0,44,0,1
u535447290,0.957325,4,0,1,0,200,0,0
u3977398405,0.22646666666666668,4,0,3,4,50,0,1
u1344499345773752321,0.7356,4,0,1,0,202,0,1
u2471363833,0.96175,2,0,1,9,42,0,0
u408453445,0.4336,1,0,1,2,238,0,1
u2540565186,0.98265,4,0,0,0,41,0,0
u724836600,0.28106666666666663,3,0,2,0,44,0,0
u1335991765514530816,-0.6486,1,0,0,0,120,0,1
u714918100773134336,-0.987,1,0,0,0,200,0,0
u94858525,0.2441,1,0,0,0,89,0,1
u2845682863,0.9984,1,0,2,0,42,0,0
u1213064380700483584,-0.2551,2,1,0,0,115,0,0
u50125665,0.11945,2,0,1,6,42,0,0
u1244991974454644736,-0.0948,7,0,0,6,43,0,0
u148674677,-0.9999,1,0,0,0,40,0,0
u573824089,0.8638,1,0,0,0,200,0,0
u168879790,0.9831,1,0,0,2,48,0,0
u4103532134,0.8519,1,0,0,0,198,0,0
u925770721871187968,0.9974,1,0,0,0,192,0,0
u2799498125,0.9964,1,0,0,1,43,0,0
u971676800,0.38094999999999996,2,0,0,0,199,0,0
u3386291783,1.0,2,0,2,1,52,0,0
u1281518349747453952,0.9995,2,0,1,45,73,0,0
u1278501817316339713,0.0,2,0,0,2,40,0,0
u585441589,0.7939,4,0,1,9,73,0,0
u3379883164,0.9044,1,0,0,4,49,0,0
u1428853340,,1,0,0,0,208,0,1
u280666291,0.47335,5,0,2,1,238,0,0
u1026612140,-0.8402,1,0,0,0,22,0,0
u859133660280176640,0.8638,2,1,6,4,73,0,0
u969157810289303554,0.07666666666666666,6,0,0,6,66,0,0
u53903601,0.5848,1,0,0,1,49,0,0
u943797345073942533,0.32939999999999997,3,0,2,1,41,0,1
u108534950,0.6455249999999999,4,1,1,5,40,0,0
u1336610595026710529,0.9521,2,0,0,8,216,0,1
u1400741599,0.9739,3,0,7,6,127,0,1
u959199530951507971,0.2441,1,0,0,0,200,0,0
u3240143771,0.1398888888888889,77,0,8,0,216,0,0
u1052565013624311809,0.9993,1,0,2,4,51,0,1
u1478205486826541058,0.752,2,1,0,5,25,0,0
u1207860381370081280,0.9297,5,0,1,12,62,0,1
u884966006883401729,0.4998,2,0,1,2,50,0,0
u202403559,0.7908,2,0,2,0,41,0,0
u1964922566,0.9358,1,0,0,7,41,0,0
u1372063693,0.0,2,0,0,0,40,0,0
u4644353981,0.4911,3,0,0,11,61,0,0
u1308845520241258497,0.8588,1,0,0,12,54,0,0
u272285827,0.039359999999999985,5,0,2,6,41,0,0
u1374531183187492866,0.9848222222222223,12,0,7,4,182,0,1
u1068932467,0.594,1,0,0,0,40,0,0
u725634285483483138,0.8591,1,0,0,8,43,0,1
u959377114314178560,0.9913,1,0,0,1,46,0,0
u999375199324770304,0.9974,1,0,0,0,200,0,0
u1361174686542016514,-0.3786,1,0,0,0,43,0,0
u427514540,0.9707,1,0,0,0,73,0,0
u2485374092,0.9985,1,0,2,0,40,0,0
u702144401536118784,0.9998,1,0,0,0,44,0,0
u2595602695,,1,0,0,0,42,0,0
u100339094,0.9313,1,0,0,18,66,0,0
u728702009830936580,0.7586,1,0,0,1,200,0,0
u16196251,0.8718,1,0,0,1,39,0,0
u1397587267712077828,,1,0,0,6,48,0,1
u1350487635366604800,0.7956000000000001,3,0,1,4,62,0,0
u238053150,1.0,1,0,0,0,40,0,0
u2865751252,0.9998999999999999,3,0,1,1,57,0,0
u842464540478570496,0.99955,3,0,0,30,53,0,1
u2461120895,0.8045,1,0,0,1,43,0,1
u4920716403,0.9996,3,1,5,3,47,0,0
u2708321581,0.555,1,0,0,0,200,0,0
