id,follower_sent,followers,following,membership,mentioned,post,like,pinned
u853711446,-0.21732222222222225,15,19,0,216,151,0,1
u2407214653,-0.5416166666666666,7,1,2,7,65,0,1
u1096257540600578048,-0.9992,1,1,0,7,85,0,1
u15784302,-0.7996,4,5,8,1,322,0,0
u1189193376,,0,1,1,0,282,0,0
u1062333486,,0,1,0,1,80,0,1
u15916118,,0,3,0,2,109,0,0
u1335603955506819079,0.0,1,2,1,0,92,0,0
u76966092,-0.030640909090909087,89,37,30,31,418,0,0
u1176460303099318272,,0,15,0,0,113,0,1
u40352631,,1,1,0,4,103,0,0
u2552935555,-0.43859999999999993,5,5,0,1,208,0,1
u7845362,-0.08376666666666667,35,8,19,43,358,0,1
u1344661358210650119,-0.10198235294117645,18,22,1,2,147,0,0
u16507856,-0.026350000000000002,6,1,0,2,104,0,1
u25960714,-0.061414285714285706,12,1,3,9,299,0,1
u259352661,-0.6590666666666667,3,1,2,2,145,0,1
u969851665,-0.529,3,2,2,0,87,0,0
u982767511698530304,-0.015849999999999975,6,6,1,6,425,0,0
u1256731536424079360,,0,2,0,0,210,0,1
u1073608088685568000,,0,1,0,0,91,0,0
u1109519917030739973,0.3599,1,1,0,60,127,0,1
u221469032,-0.30593333333333333,4,5,0,17,176,0,1
u823229663379980288,-0.9374,1,4,0,5,168,0,1
u280428516,-0.7141,1,2,0,0,283,0,1
u243983947,-0.23655454545454546,16,1,15,10,267,0,0
u1423309086557450243,0.14725000000000005,2,1,0,8,164,0,0
u46432070,,0,1,1,0,118,0,0
u813840934479785984,0.8996,1,1,0,0,114,0,0
u43187274,0.4614,3,4,2,0,204,0,0
u1380488333348995076,-0.5894600000000001,6,12,0,13,137,0,1
u14872354,,1,1,1,5,64,0,0
u3290516878,-0.636075,4,17,0,3,48,0,0
u15831927,-0.038133333333333325,18,4,8,22,177,0,1
u29041139,0.5724999999999999,4,2,0,9,251,0,1
u1425246576168026119,,0,2,0,0,29,0,0
u997682274,-0.39674000000000004,6,1,3,41,467,0,1
u17383707,-0.11422000000000003,7,2,5,4,278,0,0
u174076626,0.31505714285714287,25,12,7,21,239,0,1
u15518380,-0.26735,2,1,3,0,298,0,1
u93637779,-0.188165,27,25,2,8,441,0,1
u42707337,-0.0812,20,4,3,48,466,0,1
u861173197,-0.05269999999999997,2,1,0,2,123,0,0
u159981218,-0.2714999999999999,3,2,5,6,211,0,0
u391427701,-0.3544,4,4,1,1,201,0,1
u3007815702,-0.9081,2,2,0,0,179,0,1
u793740696352063488,0.0,1,1,0,1,61,0,1
u819350246278963200,0.8074,1,1,0,3,125,0,1
u37779837,0.6314333333333333,5,4,0,7,174,0,1
u2859094985,-0.16648000000000002,13,11,3,12,176,0,1
u2649357284,-0.4804,2,1,1,6,251,0,0
u147185544,-0.9415,4,1,0,7,82,0,1
u3045104705,-0.15952500000000006,4,2,1,26,116,0,0
u106379556,0.08759999999999996,2,1,1,0,42,0,0
u352513106,-0.8278,6,6,0,2,67,0,1
u75238670,-0.9668,1,1,0,1,298,0,0
u1435870562480427015,-0.7351,1,1,0,0,135,0,0
u382302464,-0.005014285714285733,14,1,8,24,44,0,0
u2842600490,,0,1,0,0,128,0,0
u539903686,,0,1,0,0,88,0,1
u1474335595,0.0,9,4,6,9,267,0,0
u1358617820712607744,-0.9994,2,3,0,0,96,0,0
u718801309877551105,-0.9228000000000001,3,5,1,1,76,0,1
u1185153419335606273,-0.3818,2,4,1,0,220,0,0
u16509444,,0,1,1,1,147,0,1
u153943383,0.09878235294117647,31,3,6,50,229,0,1
u893616965503246336,-0.487425,6,2,4,5,67,0,1
u1479453510160687104,,0,2,0,4,128,0,0
u24355706,-0.10727142857142855,14,4,3,17,62,0,1
u955295299,-0.69935,3,9,0,0,42,0,0
u851465223282323456,-0.99015,2,2,0,3,83,0,0
u3198464593,-0.9371,2,2,0,3,211,0,1
u14262772,0.11153529411764707,46,12,43,135,434,0,1
u1091216816,0.5106,2,3,1,8,319,0,1
u26246606,-0.04267142857142857,43,7,11,33,324,0,1
u1357259774,-0.135625,6,3,5,79,197,0,0
u871790921070899200,0.3222,3,4,5,7,55,0,1
u237780744,-0.7579,2,5,1,6,62,0,1
u14987172,-0.28498,6,3,4,0,162,0,1
u478855762,-0.3516166666666667,15,5,6,4,262,0,0
u23972169,,1,4,0,0,105,0,0
u1325760627617525761,,2,4,0,3,258,0,1
u29031844,-0.6245285714285715,9,2,4,11,135,0,0
u3153018239,0.1779,1,2,0,1,135,0,1
u1138886434478182401,-0.34215769230769233,36,36,5,83,388,0,1
u1243934288678182912,-0.514,1,1,0,0,97,0,1
u858093541100335105,-0.4406,1,1,1,0,123,0,1
u18160106,0.04454375,17,1,6,10,371,0,1
u4077724469,,0,1,1,0,81,0,1
u18276759,0.135925,12,1,8,13,76,0,1
u1959892363,,0,1,0,0,131,0,0
u55113432,0.9081,3,4,1,2,227,0,0
u253382876,-1.0,1,1,0,0,105,0,0
u1390743021856202756,-0.9895,3,3,1,5,203,0,1
u216505381,-0.6409833333333333,10,4,3,5,182,0,1
u1132368759749009409,-0.8016,1,1,0,0,50,0,1
u434585175,0.014833333333333346,9,4,3,1,188,0,0
u51113995,-0.651725,13,3,3,3,149,0,1
u1104478427770281984,0.3932,3,2,0,10,216,0,1
u50295182,-0.41315,3,2,2,5,78,0,1
u23963105,-0.9594,2,2,1,1,146,0,1
u1090250146854645760,-0.1643,3,1,0,9,211,0,1
u22421548,-0.3784,3,1,1,2,93,0,0
u498631199,0.28159999999999996,16,6,7,7,329,0,1
u19920017,0.7964,1,3,1,1,65,0,0
u777462371149156353,-0.17883333333333332,43,10,8,741,571,0,1
u2414541626,-0.5994,3,1,1,0,213,0,0
u1432711513412866066,,0,1,0,0,40,0,0
u171656520,-0.9913,2,1,2,2,257,0,1
u1139616075291774976,-0.1788909090909091,21,1,0,14,204,0,0
u100818788,0.6495,5,4,5,1,231,0,0
u19539680,-0.7773,4,1,1,1,192,0,0
u22891564,-0.0962421052631579,29,1,24,56,471,0,1
u942052787059351555,0.8074,1,1,1,1,70,0,1
u898809349,-0.5379222222222222,12,1,5,5,134,0,1
u1368191899,0.9041,1,2,0,0,90,0,1
u60087571,-0.38755000000000006,11,3,4,28,146,0,0
u513415730,0.4404,3,14,0,3,281,0,1
u372486798,0.0,1,1,0,0,294,0,1
u956606642480492544,,1,2,0,1,169,0,0
u824253061384306688,0.22679999999999997,10,1,1,8,252,0,1
u20545454,-0.9615,1,1,0,28,173,0,1
u1353221526204641281,0.975,3,3,0,0,133,0,0
u28106696,0.07038000000000001,5,6,0,0,121,0,1
u21338264,0.9056,1,1,0,1,71,0,1
u617619927,,0,1,3,0,247,0,1
u873798480053100545,,0,1,0,0,120,0,0
u2863063401,-0.7157,2,1,1,2,185,0,0
u7780982,-0.03390000000000004,3,2,6,7,159,0,1
u879349123,-0.011149999999999993,2,1,0,6,106,0,0
u797179922087297024,0.91,1,1,1,16,255,0,1
u4894144996,,1,1,0,0,81,0,0
u257661436,-0.9264187500000001,19,1,7,17,167,0,0
u45788514,-0.4618375,10,11,0,9,235,0,0
u761522693682368512,-0.162925,4,2,1,4,144,0,1
u199233142,-0.4080916666666667,21,1,9,11,352,0,0
u39033058,-0.24898571428571428,14,4,5,2,156,0,1
u133023240,0.12490000000000001,2,1,2,1,204,0,0
u298744792,-0.9964,1,1,2,1,274,0,1
u9387332,,0,1,1,0,124,0,1
u2961495741,,0,3,0,2,61,0,0
u259871223,-0.1211,4,5,4,2,409,0,1
u1295832320910532615,,0,4,0,1,80,0,0
u1267976971385896961,0.4767,1,1,0,1,165,0,1
u1466830381,,0,1,7,4,216,0,1
u150257287,,0,1,0,0,41,0,1
u80366372,-0.11159999999999999,29,1,6,144,170,0,1
u993222526720466944,-0.8442,1,2,1,0,96,0,0
u827801822,0.0,4,5,1,3,297,0,1
u84603034,0.0,2,1,2,0,106,0,0
u328634628,-0.3175103448275862,48,1,17,76,323,0,0
u70908251,0.936,1,1,0,0,80,0,0
u1212477786075435008,,0,6,0,0,86,0,1
u195500882,,1,2,0,0,82,0,1
u955468046872793089,0.8251,2,1,0,1,133,0,0
u1702702206,0.4588,7,2,0,3,85,0,1
u2228644813,-0.15818333333333331,6,1,7,2,158,0,1
u744480047789146112,-0.042328571428571445,7,6,3,5,204,0,0
u1531161175,,0,2,0,1,165,0,0
u27279989,0.023740000000000004,9,8,1,6,258,0,1
u1045976040877756421,0.455,8,17,0,12,419,0,1
u17695133,-0.6545,2,3,0,10,219,0,1
u30846743,-0.21017999999999998,5,4,0,5,360,0,0
u188821772,,1,1,0,0,54,0,0
u3331242015,-0.12966666666666662,6,9,1,6,68,0,1
u2480168240,0.10208000000000003,13,1,2,6,65,0,0
u1479071107,,4,8,1,0,82,0,0
u923999535977959429,0.6817,2,2,0,3,162,0,0
u14448712,-0.9385,2,4,2,3,240,0,0
u14582087,-0.41095333333333334,26,3,7,28,438,0,1
u174423593,-0.58982,6,1,0,1,85,0,0
u984151044765646848,0.47336666666666666,3,3,0,1,283,0,0
u22646610,,0,1,1,1,102,0,0
u789590950255427588,,0,1,2,0,166,0,1
u20687412,,1,1,0,0,99,0,0
u1349070015195181061,-0.9762,1,2,1,1,142,0,1
u804663900293709826,-0.8589666666666668,6,2,0,45,142,0,1
u1013118530835759104,-0.3921333333333334,9,4,1,22,251,0,1
u2564219816,0.0505,4,4,0,4,222,0,1
u357661264,0.1007,1,2,1,3,91,0,0
u281628104,0.8702,2,1,1,4,165,0,1
u197341208,-0.38802499999999995,10,1,7,19,117,0,0
u3102512181,-0.9532,1,4,0,15,179,0,1
u88858285,0.0,1,1,3,0,90,0,1
u1096507153416892416,0.2441333333333333,3,4,0,1,126,0,0
u1349669078,0.4767,1,1,0,0,132,0,1
u3189542629,-0.4817,3,5,2,4,128,0,1
u2341117062,,1,8,0,1,42,0,0
u9738592,-0.158025,6,2,0,11,166,0,1
u65502152,,1,3,1,4,63,0,0
u22608536,,0,1,0,0,63,0,0
u29481227,0.0,7,1,1,22,324,0,0
u40023220,0.27259999999999995,16,7,2,117,458,0,1
u1955132936,0.030299999999999994,6,6,5,0,299,0,0
u424141390,-0.48923333333333335,11,1,3,14,137,0,0
u830811868197425152,-0.1091,2,2,0,7,366,0,1
u22482421,0.23695,5,11,1,11,249,0,1
u524637292,-0.997,1,1,0,3,65,0,0
u1706628499,-0.996,1,1,1,0,68,0,1
u18448042,,2,1,0,18,94,0,1
u1173316880225972224,0.4404,1,5,0,0,106,0,1
u273107148,-0.2702,3,3,0,2,227,0,1
u88830848,-0.3363307692307692,25,4,8,40,152,0,1
u4854894688,-0.26877142857142855,7,7,0,8,212,0,0
u278433663,-0.4588,2,2,0,0,242,0,1
u628242052,-0.12145,2,2,0,4,323,0,1
u430682810,-0.3182,1,3,1,0,212,0,1
u235537273,-0.40645,2,1,1,2,126,0,0
u69668344,0.9797,2,3,0,1,70,0,1
u471339219,-0.004762500000000017,9,8,1,3,217,0,0
u1003107003693137921,-0.1683125,56,7,13,96,366,0,1
u570619229,,0,2,0,0,92,0,1
u1430118945827270694,,0,6,0,1,162,0,1
u1196649208369025024,,0,1,0,0,98,0,1
u39889387,0.4218,1,1,3,0,87,0,0
u166308376,-0.65225,3,3,0,1,109,0,1
u238519301,-0.41401999999999994,8,1,7,3,57,0,1
u1044937263489134592,-0.8125,1,4,1,1,265,0,0
u1222157494656688129,-0.9096,1,2,1,1,224,0,1
u1196467294056128512,,0,1,1,0,87,0,0
u17039236,,0,2,1,0,341,0,0
u1078102159131066368,-0.44395,2,4,1,0,89,0,1
u1308111488188428288,,1,2,0,4,55,0,1
u21331804,-0.15161428571428573,9,1,4,48,171,0,0
u790653885501374464,,0,2,0,0,87,0,1
u16383523,-0.45335,5,4,6,0,79,0,0
u1641475784,,0,1,0,0,87,0,1
u1243342164551012352,-0.9808,1,1,0,0,81,0,0
u243078885,,0,4,0,0,40,0,0
u1477307004687319041,,0,7,0,0,83,0,0
u1190209748391600132,,0,1,0,1,200,0,1
u3344620102,0.4707,1,1,0,0,81,0,0
u1397725068738826240,,2,6,2,4,124,0,1
u37377065,,0,1,0,1,289,0,1
u293768205,0.0,1,1,4,0,122,0,0
u1307592066277482498,,0,1,1,0,50,0,0
u61225261,-0.0258,1,2,0,7,184,0,1
u1105513179961008130,-0.93605,3,3,1,2,245,0,1
u2981729182,-0.7003,1,1,0,0,41,0,1
u952250518864367616,,0,2,0,0,98,0,0
u856131906,-0.06534285714285716,7,5,0,0,144,0,1
u1249288388,-0.2145125,9,11,0,0,40,0,0
u961113187453165569,-0.807525,9,8,0,4,208,0,1
u180504021,0.8738,2,3,1,66,250,0,1
u820759753945186304,-0.32302,13,1,4,19,189,0,1
u24913074,-0.09122727272727271,34,2,17,32,282,0,0
u94529866,-0.5608076923076923,13,4,10,2,146,0,0
u1430139730491019268,,0,1,0,0,243,0,0
u7976502,-0.5399,1,1,1,2,171,0,1
u2777274744,0.318,14,7,1,42,52,0,0
u154311445,0.0007249999999999757,22,19,4,1,270,0,0
u1461026288718823426,-0.7493,1,1,0,0,81,0,0
u14130634,-0.3117,5,2,0,14,227,0,0
u15947623,,0,1,0,0,89,0,1
u121737893,-0.42291999999999996,5,2,1,4,69,0,0
u70555033,-0.08650000000000002,2,1,0,7,164,0,0
u16548855,-0.15456666666666666,8,8,2,17,120,0,1
u210938724,-0.1626,6,5,4,39,98,0,1
u138101468,-0.9633,3,3,0,0,91,0,1
u846489525215989760,-0.3280166666666667,6,1,0,3,154,0,1
u25490838,-0.3087,2,3,0,0,41,0,1
u32489306,,1,1,0,2,227,0,1
u989199838716841991,,0,5,0,0,110,0,0
u311711365,-0.8253,1,1,0,0,82,0,1
u467826020,0.004345454545454552,16,4,3,444,759,0,1
u1245705525448388608,0.6708,1,2,0,0,81,0,1
u984367608609886208,0.3036,1,1,0,7,94,0,0
u305836619,-0.6170666666666667,5,2,2,8,61,0,1
u508857272,,1,2,2,2,82,0,0
u40023042,0.005812499999999998,10,2,3,12,346,0,1
u838267568246882304,,0,1,0,1,200,0,0
u394703759,,0,1,0,0,94,0,0
u3759011713,,0,1,1,16,276,0,1
u2795845802,-0.46,14,1,10,5,423,0,1
u440982753,-0.9718,5,1,2,6,104,0,1
u1449084126741602310,0.8996,3,3,0,2,165,0,1
u1076749520,0.14725,2,1,0,0,93,0,1
u2274662697,-0.13495000000000001,2,1,2,1,132,0,1
u2193135944,-0.38427500000000003,6,6,0,10,441,0,1
u3473411475,-0.3690222222222222,15,8,5,24,192,0,0
u1205436052351139840,-0.8585,1,3,0,0,132,0,1
u1099314585813827584,-0.007850000000000024,2,1,1,5,192,0,1
u107538815,-0.7454666666666666,6,4,0,2,127,0,1
u38293796,,0,1,1,3,152,0,0
u19053113,0.12892222222222222,21,2,13,78,266,0,1
u113662344,-0.10046666666666663,4,1,3,3,145,0,1
u3306077835,0.5411,4,3,4,4,203,0,1
u2306597238,-0.9272,1,1,0,1,82,0,1
u260944964,-0.9518,2,4,0,1,121,0,0
u1035992038750281729,,0,1,0,1,166,0,1
u47496394,-0.94955,2,5,0,3,137,0,1
u1011043005678092289,,0,1,0,0,51,0,0
u65912747,0.0035499999999999976,2,1,0,3,214,0,0
u1381642510347427849,,0,1,0,0,93,0,1
u1401716597400772608,,0,1,0,0,93,0,1
u15531387,-0.5470333333333334,4,1,4,8,304,0,0
u49034649,-0.12397142857142855,19,5,4,3,186,0,1
u17680400,-0.47172000000000003,5,2,0,4,114,0,1
u23117374,-0.05835555555555557,80,1,42,183,431,0,1
u301132002,0.8354,4,2,1,6,131,0,1
u1292141575947116544,0.07312500000000002,5,2,0,10,213,0,1
u1467227799626956806,0.9837,2,4,0,7,128,0,0
u90399509,0.12583333333333332,4,5,1,0,386,0,1
u871326001342623744,-0.052675,4,3,2,0,93,0,0
u411287111,0.91305,3,1,0,1,129,0,1
u17899472,,1,1,0,0,81,0,1
u15567071,,0,1,1,3,170,0,1
u2479037011,-0.866,2,1,0,0,184,0,0
u776325066204340224,0.7909,1,2,0,24,119,0,1
u1319489637962944514,,0,1,0,0,89,0,1
u42034114,0.012787500000000007,25,73,10,369,805,0,1
u184012156,-0.9977,1,1,0,0,85,0,0
u20061144,-0.711025,4,4,0,11,335,0,1
u233649233,-0.128,1,1,0,1,79,0,0
u2767054761,-0.1916,4,2,3,3,221,0,0
u2484686599,-0.996,1,6,0,0,242,0,0
u311654425,-0.38481111111111116,12,5,9,2,74,0,1
u315361821,-0.30417,26,23,1,33,300,0,1
u1345116348054032384,-0.39282000000000006,6,8,3,1,164,0,1
u3227012079,-0.446125,5,3,0,1,323,0,0
u19643660,-0.3019,5,2,9,2,132,0,1
u1389563211490504710,0.5105999999999999,3,1,0,10,172,0,0
u69002929,0.5513714285714285,8,1,4,1,75,0,0
u14698049,-0.85355,10,16,3,8,260,0,0
u30022124,,2,1,0,7,70,0,1
u408806531,-0.23340967741935487,47,1,8,58,275,0,1
u1360497947297914880,0.9041,1,1,0,1,206,0,0
u733908456348868608,0.405,1,2,0,15,214,0,0
u634588560,,0,1,0,0,44,0,0
u2232171540,0.4495,3,1,2,1,135,0,0
u929889901,-0.3094,1,1,0,0,280,0,0
u833813080006090752,,1,3,0,6,361,0,1
u808402490181947392,,1,3,0,0,40,0,0
u464167391,-0.148,2,2,0,4,168,0,1
u83604475,-0.9213,4,1,0,3,130,0,0
u19716502,-0.4606666666666667,3,1,2,5,73,0,1
u18526305,,0,1,3,6,294,0,1
u581753427,-0.022749999999999992,3,2,0,2,120,0,0
u1545130296,0.6369,2,2,0,0,117,0,0
u928712572471336960,,0,1,1,0,147,0,0
u2536701195,,0,1,0,0,85,0,0
u36121150,,3,2,1,1,102,0,1
u1465154625359781891,-0.6174,1,4,0,3,128,0,1
u1025384458399166464,,0,1,0,0,54,0,0
u132771503,,1,5,0,1,120,0,0
u2451711853,-0.5983,2,1,3,0,117,0,0
u18495990,-0.8519,1,2,0,2,266,0,0
u1152284806371336192,-0.26635,4,6,0,1,284,0,1
u1118208506216058881,0.2045,3,3,1,11,240,0,0
u2485046408,-0.10514999999999997,6,3,0,2,165,0,0
u48038024,-0.5738416666666667,15,4,9,20,311,0,1
u4711717992,0.10835,17,10,35,50,292,0,1
u479018481,-0.400825,8,2,3,23,232,0,1
u17521435,0.6369,1,1,2,3,219,0,1
u2224541852,-0.4557,24,782,0,3,1033,89,0
u24795000,0.031899999999999984,2,3,3,11,72,0,0
u851530335410114560,0.06834999999999997,2,1,0,2,110,0,0
u1399885182971351042,-0.9881,1,1,2,7,206,0,0
u814015332,-0.675,9,8,5,44,300,0,1
u841850514849517569,0.4767,1,3,0,0,340,0,1
u17235299,0.9228,2,1,2,2,176,0,1
u1471052618642472960,,0,1,0,0,126,0,0
u1537078514,0.564675,7,4,1,15,175,0,1
u253615321,-0.255525,12,15,2,1,464,0,0
u2308596938,,0,1,0,0,92,0,0
u727011620,-0.10096666666666665,5,5,0,8,48,0,1
u91585149,,0,2,1,10,146,0,0
u1343884308998709249,-0.6144999999999999,8,34,0,7,289,0,1
u2897976431,,0,1,0,1,165,0,0
u900248005,-0.309925,6,4,1,41,246,0,1
u1128300581477548033,,0,1,0,0,97,0,0
u1335690247280201731,-0.09045,2,1,0,0,124,0,0
u845793138321113088,,0,2,0,4,162,0,0
u235384589,-0.4939,2,2,0,4,319,0,1
u182855127,,0,1,0,1,321,0,1
u1154956558679322625,,0,1,0,0,83,0,1
u169615910,,0,1,2,0,127,0,1
u3339646403,-0.821075,5,1,2,14,68,0,0
u539190437,-0.6938,6,3,0,50,363,0,1
u232638078,-0.04090000000000003,6,4,0,1,149,0,1
u1456201207287107586,0.5106,2,1,1,2,234,0,1
u4338056181,,1,1,0,6,76,0,1
u773104706428215297,,0,2,0,0,105,0,0
u1269416322,0.0,1,1,0,11,160,0,1
u1096499209002455047,,0,1,0,4,204,0,1
u5577902,-0.22721428571428567,35,2,28,9,59,0,0
u7954512,,3,6,7,7,373,0,1
u1146897695577202688,-0.5994,1,1,1,2,71,0,0
u328147123,0.884,1,1,3,13,74,0,1
u16376551,0.3036,1,3,0,0,240,0,0
u338940654,-0.3906,4,1,0,8,60,0,1
u7910872,0.24022500000000002,15,5,5,11,117,0,1
u2570732971,0.01626666666666665,21,1,3,21,287,0,1
u1567967160,-0.5034625,9,1,3,22,227,0,1
u2447159229,-0.09417500000000001,4,3,0,2,81,0,1
u4874939135,0.0,4,3,3,5,105,0,1
u182542362,-0.9612,1,4,1,1,134,0,0
u1338892910549475330,-0.6519428571428572,10,2,1,14,79,0,0
u1195156617869877249,,0,1,0,3,102,0,1
u235124903,,2,1,10,1,68,0,1
u13232322,-0.38483999999999996,13,6,2,41,492,0,1
u24211594,-0.22349999999999995,13,1,13,24,397,0,0
u3015371,-0.25470000000000004,10,2,4,15,68,0,1
u17184930,0.3632,1,2,3,0,190,0,1
u5507542,,0,2,2,1,166,0,0
u70345946,0.12392954545454543,153,1,51,211,546,0,1
u951480613982408704,-0.13695000000000004,11,1,4,2,107,0,1
u741566933263323136,0.16608333333333333,7,11,2,8,209,0,1
u947264108,-0.34482,5,3,0,8,212,0,0
u333488499,0.68865,2,1,1,13,254,0,1
u15444539,,3,5,1,0,59,0,1
u1390728259,0.9916,4,2,0,29,331,0,1
u1598057102,-0.04085,4,4,1,9,103,0,1
u29972407,0.5859,1,2,0,0,144,0,1
u2808208389,-0.9808,1,1,0,0,98,0,1
u1854459900,-0.892,2,1,3,0,48,0,0
u559055487,-0.7003666666666667,3,2,1,1,137,0,1
u14759840,-0.21129999999999996,4,1,4,2,68,0,0
u1173707253347770371,0.0,2,2,0,1,52,0,0
u173511443,0.4199,1,2,0,0,91,0,0
u1066812489147604993,,1,2,1,9,212,0,1
u51012987,-0.18319999999999997,3,2,3,2,134,0,0
u17126255,-0.45205,9,1,19,10,93,0,1
u2375841180,-0.49865,3,3,2,2,209,0,1
u477719882,,1,1,0,3,156,0,1
u28403766,-0.06640499999999999,23,3,4,31,96,0,0
u47905400,0.202,6,1,2,3,254,0,1
u1372926024019804165,0.5196272727272727,12,14,0,19,197,0,0
u2360077543,-0.5267,1,1,0,2,104,0,0
u247194278,,1,2,0,0,94,0,1
u2493762673,-0.10207999999999999,6,4,4,12,177,0,1
u1257066930910961666,-0.08500000000000002,6,30,1,9,103,0,0
u1183329327125020672,,0,1,0,0,213,0,0
u25369843,0.7214999999999999,4,4,0,5,128,0,1
u2453263154,,1,5,1,0,179,0,0
u570352145,-0.4471785714285715,16,1,9,77,218,0,1
u974037453874003969,-0.9548,1,1,0,1,88,0,0
u216595988,,0,12,0,2,122,0,0
u1203692078527590400,,0,2,0,1,146,0,0
u238359126,,1,3,0,4,120,0,0
u23386216,-0.7481,2,3,0,2,365,0,1
u1420358051056529408,-0.3912,3,2,1,4,162,0,1
u1206156605793943553,-0.28665714285714283,10,10,0,10,413,0,0
u19232587,-0.37348,6,4,2,42,303,0,0
u1290033564495630336,-0.25,1,1,0,0,41,0,1
u57394696,-0.10154444444444445,24,6,6,9,287,0,0
u353755011,-0.997,1,1,0,0,82,0,1
u282385376,0.9403,1,1,1,28,102,0,1
u27992884,-0.4638375,10,3,0,40,448,0,1
u3175829687,-0.9864,1,1,0,0,199,0,0
u1193423782163013634,,0,4,0,0,60,0,0
u2318108012,-0.15274000000000001,12,1,3,10,187,0,0
u1047105293266632704,-0.4982666666666667,5,2,1,4,144,0,0
u1349087733793382408,-0.3601,12,2,1,11,123,0,1
u1439688582,,0,2,1,0,80,0,0
u826382447885574144,-8.18181818181829e-05,23,4,7,62,524,0,1
u28393573,-0.6253,2,2,0,4,270,0,0
u780672432902250496,-0.07461000000000001,11,6,0,29,428,0,0
u390718181,,0,2,0,0,40,0,0
u1322158018562347009,,0,2,0,0,53,0,1
u2453020073,,0,1,0,0,54,0,0
u48908863,,0,2,0,0,98,0,0
u60116024,-0.24962499999999999,6,6,0,0,280,0,1
u579887642,-0.13096000000000002,6,2,1,0,127,0,1
u2288723731,-0.5012285714285715,7,8,0,3,160,0,1
u1354498493885329409,0.009074999999999972,8,5,0,2,150,0,0
u323968570,-0.493325,15,1,3,17,260,0,0
u15760637,-0.39796666666666675,9,2,2,5,92,0,1
u602721649,-0.8519,3,3,0,0,265,0,0
u1484734121393938432,,0,4,0,0,40,0,0
u1427331712124694529,,0,1,0,0,97,0,1
u1377152682503200769,0.0,1,1,0,1,79,0,0
u1447932671741603853,-0.8881,1,3,0,0,39,0,0
u1149309861534081026,-0.839825,14,8,0,8,46,0,1
u951617893975896064,-0.57745,2,1,0,0,93,0,1
u1284224318,,0,1,0,0,81,0,1
u36848221,,0,1,1,0,59,0,0
u3782931,-0.5775125000000001,11,2,3,6,124,0,0
u1146513551428915201,,0,4,0,0,245,0,1
u75209239,-0.48493125,47,1,15,113,516,0,1
u47312416,-0.46804285714285715,11,5,3,8,193,0,1
u3071785482,-0.8633,2,12,1,4,187,0,1
u3249351888,-0.9549,2,2,2,1,115,0,1
u73349899,-0.3918000000000001,6,1,2,14,68,0,0
u38728884,-0.5458666666666666,3,4,0,1,80,0,0
u788454757828526082,0.7616,1,1,0,4,74,0,1
u1266811261,-0.945,1,1,2,0,219,0,1
u1340226868570558464,,0,1,0,0,94,0,1
u775447828004864000,-0.3182,1,1,4,1,80,0,0
u1345714405078683648,-0.4704625,11,11,0,2,368,0,0
u19188883,-0.9999,3,2,2,0,139,0,1
u584870335,,0,1,0,0,124,0,0
u914274290081689601,-0.41464999999999996,42,55,2,210,561,0,0
u354187262,-0.3818,3,3,0,0,76,0,1
u167535120,,0,2,1,0,85,0,0
u2766751276,-0.3412,10,7,0,3,176,0,0
u63342486,0.0,2,1,0,0,228,0,0
u29449204,0.35980000000000006,3,5,0,0,81,0,1
u203213759,-0.28850000000000003,4,2,0,1,121,0,1
u190589983,0.148,4,3,6,0,48,0,0
u1302112506886848512,-0.296,2,2,0,2,171,0,0
u1299060908,0.6705,1,1,0,0,200,0,0
u1718060112,,0,2,0,0,80,0,0
u2824286557,-0.9967,2,3,0,13,211,0,1
u256888213,-0.16728571428571432,7,6,0,1,321,0,0
u2516311492,-0.9201,1,2,0,0,51,0,0
u14396621,,0,1,2,0,89,0,0
u17308990,0.044616666666666686,10,4,0,12,54,0,1
u1185823970316181504,0.10370000000000001,3,3,0,1,96,0,1
u411373299,,0,2,1,0,57,0,0
u992149270399725568,-0.32835263157894734,21,21,4,55,497,0,1
u1254705571443474435,-0.030444444444444448,11,12,1,6,197,0,1
u715940282,-0.8176,1,3,1,0,168,0,1
u15662428,-0.10855000000000001,4,1,2,6,204,0,0
u348959206,,1,3,0,1,70,0,1
u18248037,,0,3,1,1,167,0,1
u39829784,,1,11,0,0,76,0,1
u2809989583,0.4506833333333334,9,5,5,23,122,0,1
u2558988457,0.4019,3,1,1,1,80,0,0
u1011008340367953920,-0.3649,17,1,4,84,350,0,1
u1110728014650707968,-0.5185333333333334,4,1,0,1,122,0,0
u1402175317066747908,-0.6411,3,3,1,0,121,0,0
u1321691,-0.7341500000000001,2,1,1,2,76,0,1
u1372929017058365441,-1.0,1,3,0,0,83,0,0
u887776270272135169,-0.34215,2,3,0,0,80,0,0
u18507505,0.12347000000000001,25,19,6,2,101,0,0
u157582657,-0.7732,3,2,0,12,213,0,1
u759155531332390912,0.5039,2,1,10,1,235,0,0
u15972656,0.6369,1,1,0,0,41,0,0
u87318742,-0.58395,2,2,0,5,155,0,1
u1480687890648612864,,0,4,0,0,52,0,0
u15115280,-0.14494857142857145,48,15,4,111,516,0,0
u28366439,-0.4544,12,3,5,9,189,0,1
u1229267924667420672,,0,4,0,0,92,0,1
u2573480784,-0.09167608695652177,69,1,20,90,596,0,1
u318388729,0.3196,2,1,1,2,98,0,1
u1271239851673653248,,1,2,0,0,93,0,1
